,State,Date,population,confirmed,deaths,recovered,people_hospitalized,hospitalization_rate,incident_rate,mortality_rate,testing_rate,TestsReported
1037,Delaware,2020-05-28,973764.0,9171,345,5010.0,0.0,0.0,941.81,3.76,5833.14,2229
1044,Delaware,2020-05-29,973764.0,9236,356,5103.0,0.0,0.0,948.48,3.85,5908.31,1737
1043,Delaware,2020-05-30,973764.0,9422,361,5205.0,0.0,0.0,967.59,3.83,6092.75,893
1042,Delaware,2020-05-31,973764.0,9498,366,5266.0,0.0,0.0,975.39,3.85,6230.57,479
1041,Delaware,2020-06-01,973764.0,9605,368,5353.0,0.0,0.0,986.38,3.83,6412.95,1363
1048,Delaware,2020-06-02,973764.0,9685,373,5442.0,0.0,0.0,994.59,3.85,6578.8,1871
1047,Delaware,2020-06-03,973764.0,9712,375,5493.0,0.0,0.0,997.37,3.86,6666.91,1900
1046,Delaware,2020-06-04,973764.0,9746,386,5562.0,0.0,0.0,1000.86,3.96,6768.48,980
1045,Delaware,2020-06-05,973764.0,9773,388,5631.0,0.0,0.0,1003.63,3.97,6852.69,1115
1052,Delaware,2020-06-06,973764.0,9845,390,5696.0,0.0,0.0,1011.03,3.96,6945.73,887
1051,Delaware,2020-06-07,973764.0,9942,398,5792.0,0.0,0.0,1020.99,4.0,7085.6,2097
1050,Delaware,2020-06-08,973764.0,9972,398,5791.0,0.0,0.0,1024.07,3.99,7183.16,1604
1049,Delaware,2020-06-09,973764.0,10020,410,5888.0,0.0,0.0,1029.0,4.09,7265.93,1721
1056,Delaware,2020-06-10,973764.0,10056,413,5939.0,0.0,0.0,1032.69,4.11,7367.8,2493
1055,Delaware,2020-06-11,973764.0,10106,414,6001.0,0.0,0.0,1037.83,4.1,7602.77,3320
1054,Delaware,2020-06-12,973764.0,10173,414,6062.0,0.0,0.0,1044.71,4.07,7978.73,3021
1053,Delaware,2020-06-13,973764.0,10229,419,6116.0,0.0,0.0,1050.46,4.1,8225.71,2749
1059,Delaware,2020-06-14,973764.0,10264,422,6172.0,0.0,0.0,1054.05,4.11,8399.06,2668
1058,Delaware,2020-06-15,973764.0,10340,423,6172.0,0.0,0.0,1061.86,4.09,8696.77,1050
1057,Delaware,2020-06-16,973764.0,10403,424,6256.0,0.0,0.0,1068.33,4.08,8839.31,1488
1063,Delaware,2020-06-17,973764.0,10444,426,6305.0,0.0,0.0,1072.54,4.08,8891.99,4930
1062,Delaware,2020-06-18,973764.0,10499,431,6350.0,0.0,0.0,1078.19,4.11,9107.34,2885
1061,Delaware,2020-06-19,973764.0,10611,433,6395.0,0.0,0.0,1089.69,4.08,9287.06,2871
1060,Delaware,2020-06-20,973764.0,10681,434,6395.0,0.0,0.0,1096.88,4.06,9490.6,3452
1067,Delaware,2020-06-21,973764.0,10775,435,6459.0,0.0,0.0,1106.53,4.04,9753.29,2315
1066,Delaware,2020-06-22,973764.0,10820,435,6459.0,0.0,0.0,1111.15,4.02,9932.9,1202
1065,Delaware,2020-06-23,973764.0,10847,504,6554.0,0.0,0.0,1113.92,4.65,10016.39,2252
1064,Delaware,2020-06-24,973764.0,10889,505,6598.0,0.0,0.0,1118.24,4.64,10084.68,5127
1071,Delaware,2020-06-25,973764.0,10980,507,6646.0,0.0,0.0,1127.58,4.62,10371.3,3198
1070,Delaware,2020-06-26,973764.0,11017,507,6661.0,0.0,0.0,1131.38,4.6,10485.09,4668
1069,Delaware,2020-06-27,973764.0,11091,507,6665.0,0.0,0.0,1138.98,4.57,10707.11,3330
1068,Delaware,2020-06-28,973764.0,11226,507,6665.0,0.0,0.0,1152.85,4.52,10921.13,4041
1075,Delaware,2020-06-29,973764.0,11376,507,6665.0,0.0,0.0,1168.25,4.46,11289.29,1547
1074,Delaware,2020-06-30,973764.0,11474,509,6667.0,0.0,0.0,1178.31,4.44,11386.85,2444
1073,Delaware,2020-07-01,973764.0,11510,509,6676.0,0.0,0.0,1182.01,4.42,11438.5,8153
1072,Delaware,2020-07-02,973764.0,11731,510,6678.0,0.0,0.0,1204.71,4.35,11801.42,4851
1079,Delaware,2020-07-03,973764.0,11923,512,6692.0,0.0,0.0,1224.42,4.29,12153.15,4268
1078,Delaware,2020-07-04,973764.0,11996,512,6711.0,0.0,0.0,1231.92,4.27,12394.48,5991
1077,Delaware,2020-07-05,973764.0,12128,512,6740.0,0.0,0.0,1245.48,4.22,12728.03,1361
1076,Delaware,2020-07-06,973764.0,12293,512,6778.0,0.0,0.0,1262.42,4.16,13060.56,2087
1083,Delaware,2020-07-07,973764.0,12414,514,6815.0,0.0,0.0,1274.85,4.14,13215.21,2917
1082,Delaware,2020-07-08,973764.0,12462,515,6893.0,0.0,0.0,1279.78,4.13,13251.05,5067
1081,Delaware,2020-07-09,973764.0,12531,517,6901.0,0.0,0.0,1286.86,4.13,13371.31,4177
1080,Delaware,2020-07-10,973764.0,12652,517,6949.0,0.0,0.0,1299.29,4.09,13628.35,2601
1087,Delaware,2020-07-11,973764.0,12743,517,7002.0,0.0,0.0,1308.63,4.06,13772.84,2315
1086,Delaware,2020-07-12,973764.0,12804,517,7120.0,0.0,0.0,1314.9,4.04,14111.12,3827
1085,Delaware,2020-07-13,973764.0,12879,517,7139.0,0.0,0.0,1322.6,4.01,14311.78,2180
1084,Delaware,2020-07-14,973764.0,12969,518,7184.0,0.0,0.0,1331.84,3.99,14541.51,3254
1091,Delaware,2020-07-15,973764.0,13050,521,7236.0,0.0,0.0,1340.16,3.99,14725.13,5513
1090,Delaware,2020-07-16,973764.0,13114,521,7269.0,0.0,0.0,1346.73,3.97,14877.32,4002
1089,Delaware,2020-07-17,973764.0,13337,521,7315.0,0.0,0.0,1369.63,3.91,15261.4,4820
1088,Delaware,2020-07-18,973764.0,13429,523,7362.0,0.0,0.0,1379.08,3.89,15481.88,4136
1095,Delaware,2020-07-19,973764.0,13519,523,7362.0,0.0,0.0,1388.32,3.87,15711.71,3329
1094,Delaware,2020-07-20,973764.0,13624,523,7362.0,0.0,0.0,1399.11,3.84,15711.71,2214
1093,Delaware,2020-07-21,973764.0,13746,525,7362.0,0.0,0.0,1411.64,3.82,16261.33,2881
1092,Delaware,2020-07-22,973764.0,13792,527,7859.0,0.0,0.0,1416.36,3.82,16372.86,3021
1099,Delaware,2020-07-23,973764.0,13924,529,7893.0,0.0,0.0,1429.92,3.8,16672.52,2726
1098,Delaware,2020-07-24,973764.0,14202,578,7936.0,0.0,0.0,1458.46,4.07,16875.34,3132
1097,Delaware,2020-07-25,973764.0,14175,579,7961.0,0.0,0.0,1455.69,4.08,17141.94,3647
1096,Delaware,2020-07-26,973764.0,14290,579,7996.0,0.0,0.0,1467.5,4.05,17457.31,3195
1102,Delaware,2020-07-27,973764.0,14406,579,8035.0,0.0,0.0,1479.41,4.02,17772.17,1820
1101,Delaware,2020-07-28,973764.0,14476,580,8076.0,0.0,0.0,1486.6,4.01,17932.78,1842
1100,Delaware,2020-07-29,973764.0,14602,581,8108.0,0.0,0.0,1499.54,3.98,18178.53,5243
1106,Delaware,2020-07-30,973764.0,14689,581,8140.0,0.0,0.0,1508.48,3.96,18368.21,3179
1105,Delaware,2020-07-31,973764.0,14788,585,8179.0,0.0,0.0,1518.64,3.96,18592.49,3684
1104,Delaware,2020-08-01,973764.0,14877,585,8212.0,0.0,0.0,1527.78,3.93,18782.37,2864
1103,Delaware,2020-08-02,973764.0,14949,585,8235.0,0.0,0.0,1535.18,3.91,18989.3,3355
1110,Delaware,2020-08-03,973764.0,15055,585,8267.0,0.0,0.0,1546.06,3.89,19271.51,1590
1109,Delaware,2020-08-04,973764.0,15137,587,8303.0,0.0,0.0,1554.48,3.88,19440.85,2889
1108,Delaware,2020-08-05,973764.0,15296,587,8339.0,0.0,0.0,1570.81,3.84,19583.8,3905
1107,Delaware,2020-08-06,973764.0,15365,587,8365.0,0.0,0.0,1577.9,3.82,19789.5,2379
1114,Delaware,2020-08-07,973764.0,15445,588,8392.0,0.0,0.0,1586.11,3.81,20003.2,3978
1113,Delaware,2020-08-08,973764.0,15502,590,8416.0,0.0,0.0,1591.97,3.81,20117.19,2710
1112,Delaware,2020-08-09,973764.0,15575,591,8449.0,0.0,0.0,1599.46,3.79,20345.69,3299
1111,Delaware,2020-08-10,973764.0,15634,591,8500.0,0.0,0.0,1605.52,3.78,20607.87,2123
1118,Delaware,2020-08-11,973764.0,15699,591,8519.0,0.0,0.0,1612.2,3.76,20764.78,2746
1117,Delaware,2020-08-12,973764.0,15765,592,8519.0,0.0,0.0,1618.98,3.76,20764.78,4016
1116,Delaware,2020-08-13,973764.0,15967,593,8587.0,0.0,0.0,1639.72,3.71,21116.82,2979
1115,Delaware,2020-08-14,973764.0,16340,593,8613.0,0.0,0.0,1678.02,3.63,21306.5,2813
1122,Delaware,2020-08-15,973764.0,16396,593,8649.0,0.0,0.0,1683.78,3.62,21438.56,3370
1121,Delaware,2020-08-16,973764.0,16451,593,8671.0,0.0,0.0,1689.42,3.6,21605.34,2967
1120,Delaware,2020-08-17,973764.0,16536,593,8713.0,0.0,0.0,1698.15,3.59,21836.71,2229
1119,Delaware,2020-08-18,973764.0,16593,593,8749.0,0.0,0.0,1704.01,3.57,21960.66,1796
1126,Delaware,2020-08-19,973764.0,16643,595,8780.0,0.0,0.0,1709.14,3.58,22065.82,3515
1125,Delaware,2020-08-20,973764.0,16718,595,8809.0,0.0,0.0,1716.84,3.56,22280.14,3488
1124,Delaware,2020-08-21,973764.0,16770,600,8839.0,0.0,0.0,1722.18,3.58,22388.18,4312
1123,Delaware,2020-08-22,973764.0,16828,600,8923.0,0.0,0.0,1728.14,3.57,22580.01,1340
1130,Delaware,2020-08-23,973764.0,16895,600,8936.0,0.0,0.0,1735.02,3.55,22782.21,2630
1129,Delaware,2020-08-24,973764.0,16942,604,8972.0,0.0,0.0,1739.85,3.57,22952.28,3565
1128,Delaware,2020-08-25,973764.0,16962,603,9010.0,0.0,0.0,1741.9,3.56,23139.9,3514
1127,Delaware,2020-08-26,973764.0,16986,604,9050.0,0.0,0.0,1744.37,3.56,23321.36,5609
1134,Delaware,2020-08-27,973764.0,16976,604,9101.0,0.0,0.0,1743.34,3.56,23420.36,5002
1138,District of Columbia,2020-04-12,705749.0,1875,50,493.0,0.0,0.0,265.68,2.67,1507.62,547
1137,District of Columbia,2020-04-13,705749.0,1955,52,507.0,295.0,15.09,277.01,2.66,1549.28,391
1136,District of Columbia,2020-04-14,705749.0,2058,67,518.0,295.0,14.33,291.61,3.26,1632.02,479
1142,District of Columbia,2020-04-15,705749.0,2197,72,530.0,313.0,14.25,311.3,3.28,1633.02,583
1141,District of Columbia,2020-04-16,705749.0,2350,81,552.0,313.0,13.32,332.98,3.45,1721.58,813
1140,District of Columbia,2020-04-17,705749.0,2476,86,573.0,313.0,12.64,350.83,3.47,1791.43,619
1139,District of Columbia,2020-04-18,705749.0,2666,91,608.0,313.0,11.74,377.75,3.41,1879.99,592
1146,District of Columbia,2020-04-19,705749.0,2793,96,622.0,313.0,11.21,395.75,3.44,1941.06,517
1145,District of Columbia,2020-04-20,705749.0,2927,105,630.0,402.0,13.73,414.74,3.59,1999.72,566
1144,District of Columbia,2020-04-21,705749.0,3098,112,636.0,402.0,12.98,438.97,3.62,2116.76,528
1143,District of Columbia,2020-04-22,705749.0,3206,127,645.0,402.0,12.54,454.27,3.96,2196.53,647
1150,District of Columbia,2020-04-23,705749.0,3361,139,648.0,402.0,11.96,476.23,4.14,2257.18,773
1149,District of Columbia,2020-04-24,705749.0,3528,153,651.0,402.0,11.39,499.89,4.34,2342.62,696
1148,District of Columbia,2020-04-25,705749.0,3699,165,652.0,402.0,10.87,524.12,4.46,2451.58,711
1147,District of Columbia,2020-04-26,705749.0,3841,178,657.0,402.0,10.47,544.24,4.63,2560.12,545
1154,District of Columbia,2020-04-27,705749.0,3892,185,659.0,402.0,10.33,551.47,4.75,2609.43,489
1153,District of Columbia,2020-04-28,705749.0,3994,190,660.0,0.0,0.0,565.92,4.76,2675.88,575
1152,District of Columbia,2020-04-29,705749.0,4106,205,660.0,0.0,0.0,581.79,4.99,2724.62,925
1151,District of Columbia,2020-04-30,705749.0,4323,224,660.0,0.0,0.0,612.54,5.18,2845.06,1212
1158,District of Columbia,2020-05-01,705749.0,4658,231,666.0,0.0,0.0,660.01,4.96,2994.69,1067
1157,District of Columbia,2020-05-02,705749.0,4797,240,666.0,0.0,0.0,679.7,5.0,3117.82,894
1156,District of Columbia,2020-05-03,705749.0,5016,251,666.0,0.0,0.0,710.73,5.0,3273.4,854
1155,District of Columbia,2020-05-04,705749.0,5170,258,666.0,0.0,0.0,732.56,4.99,3371.6,627
1162,District of Columbia,2020-05-05,705749.0,5322,264,667.0,0.0,0.0,754.09,4.96,3447.26,943
1161,District of Columbia,2020-05-06,705749.0,5461,277,808.0,0.0,0.0,773.79,5.07,3540.07,1131
1160,District of Columbia,2020-05-07,705749.0,5654,285,825.0,0.0,0.0,801.13,5.04,3663.63,1108
1159,District of Columbia,2020-05-08,705749.0,5899,304,825.0,0.0,0.0,835.85,5.15,3842.02,1006
1166,District of Columbia,2020-05-09,705749.0,6102,311,879.0,0.0,0.0,864.61,5.1,3993.35,1059
1165,District of Columbia,2020-05-10,705749.0,6272,323,880.0,0.0,0.0,888.7,5.15,4189.87,883
1164,District of Columbia,2020-05-11,705749.0,6389,328,881.0,0.0,0.0,905.28,5.13,4287.79,761
1163,District of Columbia,2020-05-12,705749.0,6485,336,886.0,0.0,0.0,918.88,5.18,4399.58,837
1170,District of Columbia,2020-05-13,705749.0,6584,350,934.0,0.0,0.0,932.91,5.32,4485.73,1208
1169,District of Columbia,2020-05-14,705749.0,6736,358,966.0,0.0,0.0,954.45,5.31,4675.74,1150
1168,District of Columbia,2020-05-15,705749.0,6871,368,975.0,0.0,0.0,973.58,5.36,4865.61,909
1167,District of Columbia,2020-05-16,705749.0,7042,375,998.0,0.0,0.0,997.81,5.33,5034.65,1260
1174,District of Columbia,2020-05-17,705749.0,7123,383,1023.0,0.0,0.0,1009.28,5.38,5175.49,2178
1173,District of Columbia,2020-05-18,705749.0,7270,392,1028.0,0.0,0.0,1030.11,5.39,5359.55,1417
1172,District of Columbia,2020-05-19,705749.0,7434,400,1040.0,0.0,0.0,1053.35,5.38,5579.04,922
1171,District of Columbia,2020-05-20,705749.0,7551,407,1059.0,0.0,0.0,1069.93,5.39,5727.11,1204
1178,District of Columbia,2020-05-21,705749.0,7788,412,1061.0,0.0,0.0,1103.51,5.29,5916.55,1227
1177,District of Columbia,2020-05-22,705749.0,7893,418,1069.0,0.0,0.0,1118.39,5.3,6091.83,1287
1176,District of Columbia,2020-05-23,705749.0,7966,427,1075.0,0.0,0.0,1128.73,5.36,7366.78,932
1175,District of Columbia,2020-05-24,705749.0,8110,432,1075.0,0.0,0.0,1149.13,5.33,7366.78,1264
1182,District of Columbia,2020-05-25,705749.0,8225,440,1080.0,0.0,0.0,1165.43,5.35,5781.52,661
1181,District of Columbia,2020-05-26,705749.0,8334,440,1080.0,0.0,0.0,1180.87,5.28,5958.92,799
1180,District of Columbia,2020-05-27,705749.0,8406,445,1082.0,0.0,0.0,1191.08,5.29,6049.88,997
1179,District of Columbia,2020-05-28,705749.0,8492,453,1082.0,0.0,0.0,1203.26,5.33,6165.65,1416
1186,District of Columbia,2020-05-29,705749.0,8538,460,1089.0,0.0,0.0,1209.78,5.39,6214.39,763
1185,District of Columbia,2020-05-30,705749.0,8717,462,1100.0,0.0,0.0,1235.14,5.3,6465.33,959
1184,District of Columbia,2020-05-31,705749.0,8801,466,1116.0,0.0,0.0,1247.04,5.29,6586.34,642
1183,District of Columbia,2020-06-01,705749.0,8857,468,1126.0,0.0,0.0,1254.98,5.28,6696.86,637
1190,District of Columbia,2020-06-02,705749.0,8886,470,1137.0,0.0,0.0,1259.09,5.29,6758.92,2384
1189,District of Columbia,2020-06-03,705749.0,9016,473,1138.0,0.0,0.0,1277.51,5.25,7022.61,1350
1188,District of Columbia,2020-06-04,705749.0,9120,475,1138.0,0.0,0.0,1292.24,5.21,7239.97,1117
1187,District of Columbia,2020-06-05,705749.0,9199,479,1138.0,0.0,0.0,1303.44,5.21,7348.36,1190
1194,District of Columbia,2020-06-06,705749.0,9269,483,1138.0,0.0,0.0,1313.36,5.21,7605.82,1195
1193,District of Columbia,2020-06-07,705749.0,9332,489,1143.0,0.0,0.0,1322.28,5.24,7728.95,1906
1192,District of Columbia,2020-06-08,705749.0,9389,491,1143.0,0.0,0.0,1330.36,5.23,7901.68,897
1191,District of Columbia,2020-06-09,705749.0,9474,495,1143.0,0.0,0.0,1342.4,5.22,8098.06,1535
1198,District of Columbia,2020-06-10,705749.0,9537,499,1143.0,0.0,0.0,1351.33,5.23,8245.42,1035
1197,District of Columbia,2020-06-11,705749.0,9589,502,1143.0,0.0,0.0,1358.7,5.24,8400.72,1145
1196,District of Columbia,2020-06-12,705749.0,9654,506,1143.0,0.0,0.0,1367.91,5.24,8778.33,1655
1195,District of Columbia,2020-06-13,705749.0,9709,511,1143.0,0.0,0.0,1375.7,5.26,8931.79,1730
1201,District of Columbia,2020-06-14,705749.0,9767,515,1150.0,0.0,0.0,1383.92,5.27,9143.48,1724
1200,District of Columbia,2020-06-15,705749.0,9799,515,1155.0,0.0,0.0,1388.45,5.26,9329.95,1694
1199,District of Columbia,2020-06-16,705749.0,9818,520,1155.0,0.0,0.0,1391.15,5.3,9511.31,1816
1205,District of Columbia,2020-06-17,705749.0,9847,523,1155.0,0.0,0.0,1395.26,5.31,9930.73,1619
1204,District of Columbia,2020-06-18,705749.0,9903,527,1155.0,0.0,0.0,1403.19,5.32,10230.12,1335
1203,District of Columbia,2020-06-19,705749.0,9952,530,1162.0,0.0,0.0,1410.13,5.33,10455.7,739
1202,District of Columbia,2020-06-20,705749.0,9984,531,1166.0,0.0,0.0,1414.67,5.32,11045.43,2016
1209,District of Columbia,2020-06-21,705749.0,10020,533,1172.0,0.0,0.0,1419.77,5.32,11267.75,1279
1208,District of Columbia,2020-06-22,705749.0,10058,535,1182.0,0.0,0.0,1425.15,5.32,11619.43,1255
1207,District of Columbia,2020-06-23,705749.0,10094,537,1182.0,0.0,0.0,1430.25,5.32,11803.35,1304
1206,District of Columbia,2020-06-24,705749.0,10128,541,1182.0,0.0,0.0,1435.07,5.34,11926.76,1605
1213,District of Columbia,2020-06-25,705749.0,10159,543,1182.0,0.0,0.0,1439.46,5.35,12289.21,1072
1212,District of Columbia,2020-06-26,705749.0,10185,546,1186.0,0.0,0.0,1443.15,5.36,12486.45,1804
1211,District of Columbia,2020-06-27,705749.0,10216,548,1194.0,0.0,0.0,1447.54,5.36,12649.11,2099
1210,District of Columbia,2020-06-28,705749.0,10248,550,1199.0,0.0,0.0,1452.07,5.37,13196.19,2138
1217,District of Columbia,2020-06-29,705749.0,10292,551,1200.0,0.0,0.0,1458.31,5.35,13511.89,2056
1216,District of Columbia,2020-06-30,705749.0,10327,551,1270.0,0.0,0.0,1463.27,5.34,13786.06,2742
1215,District of Columbia,2020-07-01,705749.0,10365,553,1451.0,0.0,0.0,1468.65,5.34,14174.3,1470
1214,District of Columbia,2020-07-02,705749.0,10390,554,1465.0,0.0,0.0,1472.19,5.33,14319.96,2145
1221,District of Columbia,2020-07-03,705749.0,10435,555,1497.0,0.0,0.0,1478.57,5.32,14567.36,1707
1220,District of Columbia,2020-07-04,705749.0,10447,557,1523.0,0.0,0.0,1480.27,5.33,14814.62,1783
1219,District of Columbia,2020-07-05,705749.0,10482,559,1542.0,0.0,0.0,1485.23,5.33,15018.51,3064
1218,District of Columbia,2020-07-06,705749.0,10515,561,1553.0,0.0,0.0,1489.91,5.34,15253.3,1796
1225,District of Columbia,2020-07-07,705749.0,10569,561,1574.0,0.0,0.0,1497.56,5.31,15639.7,2490
1224,District of Columbia,2020-07-08,705749.0,10642,564,1625.0,0.0,0.0,1507.9,5.3,16194.0,2900
1223,District of Columbia,2020-07-09,705749.0,10679,568,1662.0,0.0,0.0,1513.14,5.32,16425.53,4017
1222,District of Columbia,2020-07-10,705749.0,10743,568,1703.0,0.0,0.0,1522.21,5.29,17128.47,2328
1229,District of Columbia,2020-07-11,705749.0,10801,568,1717.0,0.0,0.0,1530.43,5.26,17577.07,2177
1228,District of Columbia,2020-07-12,705749.0,10847,568,1737.0,0.0,0.0,1536.95,5.24,17978.49,2455
1227,District of Columbia,2020-07-13,705749.0,10906,568,1756.0,0.0,0.0,1545.31,5.21,18451.32,3414
1226,District of Columbia,2020-07-14,705749.0,10946,568,1774.0,0.0,0.0,1550.98,5.19,18975.02,3667
1233,District of Columbia,2020-07-15,705749.0,11026,571,1809.0,0.0,0.0,1562.31,5.18,19545.76,2536
1232,District of Columbia,2020-07-16,705749.0,11076,574,1843.0,0.0,0.0,1569.4,5.18,19871.37,2168
1231,District of Columbia,2020-07-17,705749.0,11115,577,1863.0,0.0,0.0,1574.92,5.19,20064.78,4249
1230,District of Columbia,2020-07-18,705749.0,11194,578,1877.0,0.0,0.0,1586.12,5.16,20539.17,3147
1237,District of Columbia,2020-07-19,705749.0,11261,578,1886.0,0.0,0.0,1595.61,5.13,20937.33,2381
1236,District of Columbia,2020-07-20,705749.0,11339,579,1909.0,0.0,0.0,1606.66,5.11,21500.56,3722
1235,District of Columbia,2020-07-21,705749.0,11427,580,1932.0,0.0,0.0,1619.13,5.08,22063.23,3896
1234,District of Columbia,2020-07-22,705749.0,11529,580,1974.0,0.0,0.0,1633.58,5.03,22610.3,1839
1241,District of Columbia,2020-07-23,705749.0,11571,581,2020.0,0.0,0.0,1639.53,5.02,22957.31,3534
1240,District of Columbia,2020-07-24,705749.0,11649,581,9582.0,0.0,0.0,1650.59,4.99,23416.26,3492
1239,District of Columbia,2020-07-25,705749.0,11717,581,9603.0,0.0,0.0,1660.22,4.96,23947.47,3290
1238,District of Columbia,2020-07-26,705749.0,11780,581,9607.0,0.0,0.0,1669.15,4.93,24314.31,2308
1244,District of Columbia,2020-07-27,705749.0,11858,582,9639.0,0.0,0.0,1669.15,4.93,24675.63,3444
1243,District of Columbia,2020-07-28,705749.0,11945,583,9664.0,0.0,0.0,1692.53,4.88,25224.55,2812
1242,District of Columbia,2020-07-29,705749.0,11999,584,9723.0,0.0,0.0,1700.18,4.87,25511.76,4044
1248,District of Columbia,2020-07-30,705749.0,12057,584,9777.0,0.0,0.0,1708.4,4.84,25928.48,4862
1247,District of Columbia,2020-07-31,705749.0,12057,584,9816.0,0.0,0.0,1708.4,4.84,26743.36,5691
1246,District of Columbia,2020-08-01,705749.0,12057,584,9816.0,0.0,0.0,1708.4,4.84,27457.5,2882
1245,District of Columbia,2020-08-02,705749.0,12057,584,9870.0,0.0,0.0,1708.4,4.84,27940.81,2274
1252,District of Columbia,2020-08-03,705749.0,12313,586,9893.0,0.0,0.0,1744.67,4.76,28170.78,2542
1251,District of Columbia,2020-08-04,705749.0,12398,587,9959.0,0.0,0.0,1756.72,4.73,28356.68,3301
1250,District of Columbia,2020-08-05,705749.0,12443,587,10015.0,0.0,0.0,1763.09,4.72,28738.97,3534
1249,District of Columbia,2020-08-06,705749.0,12518,587,10094.0,0.0,0.0,1773.72,4.69,29186.44,3089
1256,District of Columbia,2020-08-07,705749.0,12589,589,10118.0,0.0,0.0,1783.78,4.68,29574.96,5844
1255,District of Columbia,2020-08-08,705749.0,12653,590,10124.0,0.0,0.0,1792.85,4.66,30228.03,3777
1254,District of Columbia,2020-08-09,705749.0,12753,591,10156.0,0.0,0.0,1807.02,4.63,30880.95,4393
1253,District of Columbia,2020-08-10,705749.0,12807,591,10188.0,0.0,0.0,1814.67,4.61,31227.96,2334
1260,District of Columbia,2020-08-11,705749.0,12896,593,10232.0,0.0,0.0,1827.28,4.6,31845.46,2549
1259,District of Columbia,2020-08-12,705749.0,12959,593,10300.0,0.0,0.0,1836.21,4.58,32127.71,4924
1258,District of Columbia,2020-08-13,705749.0,13024,594,10361.0,0.0,0.0,1845.42,4.56,32539.76,4490
1257,District of Columbia,2020-08-14,705749.0,13118,594,10416.0,0.0,0.0,1858.73,4.53,33482.87,3130
1264,District of Columbia,2020-08-15,705749.0,13159,597,10452.0,0.0,0.0,1864.54,4.54,33895.34,2581
1263,District of Columbia,2020-08-16,705749.0,13220,597,10493.0,0.0,0.0,1873.19,4.52,34410.53,4166
1262,District of Columbia,2020-08-17,705749.0,13273,597,10521.0,0.0,0.0,1880.7,4.5,34807.7,1710
1261,District of Columbia,2020-08-18,705749.0,13325,599,10595.0,0.0,0.0,1888.07,4.5,35349.39,3295
1268,District of Columbia,2020-08-19,705749.0,13354,600,10596.0,0.0,0.0,1892.17,4.49,35658.43,4695
1267,District of Columbia,2020-08-20,705749.0,13409,601,10720.0,0.0,0.0,1899.97,4.48,35988.01,4501
1266,District of Columbia,2020-08-21,705749.0,13469,602,10772.0,0.0,0.0,1908.47,4.47,36706.82,3897
1265,District of Columbia,2020-08-22,705749.0,13534,604,10800.0,0.0,0.0,1917.68,4.46,37186.03,3983
1272,District of Columbia,2020-08-23,705749.0,13534,604,10812.0,0.0,0.0,1917.68,4.46,37696.97,2503
1271,District of Columbia,2020-08-24,705749.0,13639,604,10835.0,0.0,0.0,1932.56,4.43,38172.35,2152
1270,District of Columbia,2020-08-25,705749.0,13684,604,10885.0,0.0,0.0,1938.93,4.41,38487.05,3214
1269,District of Columbia,2020-08-26,705749.0,13684,605,10923.0,0.0,0.0,1938.93,4.42,38788.29,5237
1276,District of Columbia,2020-08-27,705749.0,13794,605,10986.0,0.0,0.0,1954.52,4.39,39207.14,5337
1280,Florida,2020-04-12,21477737.0,19895,461,0.0,2772.0,13.93,93.7,2.32,860.72,4518
1279,Florida,2020-04-13,21477737.0,21019,499,0.0,2833.0,2.3,579.39,0.41,924.08,14472
1278,Florida,2020-04-14,21477737.0,21628,571,0.0,3060.0,14.15,101.86,2.64,956.92,14621
1284,Florida,2020-04-15,21477737.0,22511,596,0.0,3344.0,14.85,106.02,2.65,1005.57,16843
1283,Florida,2020-04-16,21477737.0,23343,668,0.0,3460.0,14.82,109.94,2.86,1032.6,15584
1282,Florida,2020-04-17,21477737.0,24759,725,0.0,3665.0,14.8,116.61,2.93,1106.02,16778
1281,Florida,2020-04-18,21477737.0,25492,748,0.0,3842.0,15.07,120.06,2.93,1161.08,9253
1288,Florida,2020-04-19,21477737.0,26314,774,0.0,3930.0,14.94,123.93,2.94,1206.06,7969
1287,Florida,2020-04-20,21477737.0,27059,822,0.0,4010.0,14.82,127.44,3.04,1253.85,17544
1286,Florida,2020-04-21,21477737.0,27869,867,0.0,4235.0,15.2,131.26,3.11,1304.88,20276
1285,Florida,2020-04-22,21477737.0,28309,893,0.0,4469.0,15.79,133.33,3.15,1359.36,20604
1292,Florida,2020-04-23,21477737.0,29648,987,0.0,4693.0,15.83,139.63,3.33,1397.42,20978
1291,Florida,2020-04-24,21477737.0,30533,1046,0.0,5009.0,16.41,143.8,3.43,1502.59,19256
1290,Florida,2020-04-25,21477737.0,30839,1055,0.0,5045.0,16.36,145.24,3.42,1568.81,11149
1289,Florida,2020-04-26,21477737.0,31532,1075,0.0,5155.0,16.35,148.51,3.41,1623.04,8284
1296,Florida,2020-04-27,21477737.0,32138,1088,0.0,5211.0,16.21,151.36,3.39,1678.85,20780
