Column1,State,Date,population,confirmed,deaths,incident_rate,mortality_rate,testing_rate,TestsReported,Pres
87,Ohio,2020-04-13,0.28536738986286964,0.009695597287835605,0.008321691064812002,0.010263650752205688,0.40349075975359344,0.011038143815905777,2507,3198.0
88,Oklahoma,2020-04-13,0.08676885262508366,0.002601398884536354,0.0030067423920306143,0.008377898336992018,0.49075975359342916,0.011942593859972296,842,1176.0
89,Oregon,2020-04-13,0.09346658699570118,0.00190007678392483,0.0016096701694709348,0.0028850400198568125,0.34394250513347024,0.015189623035925182,1540,3015.0
90,Pennsylvania,2020-04-13,0.3139517716687115,0.0347364113420413,0.017888598675818504,0.05235299995809439,0.24845995893223818,0.020637088188909962,3386,5495.0
91,Puerto Rico,2020-04-13,0.06716420095576392,0.0009153337931692674,0.0013667010872866429,6.447016804149268e-5,0.5112936344969199,0.0035722030497841416,178,1176.0
92,Rhode Island,2020-04-13,0.012344188022930608,0.0034632297545661855,0.0019133815222013,0.07123631217744769,0.24229979466119095,0.040314710082552205,467,1059.0
93,South Carolina,2020-04-13,0.11737858722254974,0.0045130438680588995,0.0024904330923889934,0.011830275835613966,0.24845995893223818,0.011911339491585616,733,2165.0
94,South Dakota,2020-04-13,0.007856994178581184,0.0008647229199292606,0.00018222681163821905,0.02816379290892622,0.07084188911704312,0.024750676839035934,0,1714.0
95,Tennessee,2020-04-13,0.1605409423625907,0.007721773231475336,0.003310453744760979,0.017687390602183606,0.19917864476386035,0.02340973599263767,2207,3390.0
96,Texas,2020-04-13,0.7298893825630312,0.020251579420751325,0.009263196258276134,0.010163721991741372,0.21971252566735114,0.010971995871854521,5024,10816.0
97,Utah,2020-04-13,0.06747919989857569,0.003026530219752412,0.0003948247585494746,0.01672033808156121,0.056468172484599594,0.03276506754903885,3521,1714.0
98,Vermont,2020-04-13,0.0011617255531128703,0.0006911999259635226,0.0008503917876450222,0.029630489231870186,0.38398357289527724,0.034906633996575294,398,1486.0
99,Virginia,2020-04-13,0.20436814972333311,0.007919878649586222,0.004525299155682439,0.01357097037273428,0.2659137577002053,0.009772127825228998,1439,3015.0
100,Washington,2020-04-13,0.18072201333022925,0.014988048603790612,0.015580392395067729,0.03555207416648132,0.4948665297741273,0.025162335403471417,2255,3961.0
101,West Virginia,2020-04-13,0.03116568307407736,0.0004930945078526385,0.00024296908218429206,0.005028673107236455,0.13449691991786447,0.02551276965723163,335,776.0
102,Wisconsin,2020-04-13,0.1346829812009535,0.0045665467911983355,0.004677154832047622,0.011498254470200276,0.46098562628336753,0.015193262243203085,1341,2790.0
103,Wyoming,2020-04-13,0.0,7.230124748572417e-6,3.0371135273036507e-5,0.00797173627833061,0.03696098562628337,0.02423990339403174,347,1714.0
104,Alabama,2020-04-14,0.11107221283983362,0.005325709889798439,0.003462309421126162,0.017319910644347097,0.29568788501026694,0.01368341936490695,2942,2626.0
105,Alaska,2020-04-14,0.00392428477466069,2.1690374245717252e-5,0.0002733402174573286,0.005512199367547651,0.324435318275154,0.028460313481314916,398,1289.0
106,Arizona,2020-04-14,0.17208738477521549,0.005117482297039553,0.003978618720767782,0.007011130774512363,0.35318275154004103,0.011532647863667589,2575,2326.0
107,Arkansas,2020-04-14,0.062646493515193,0.0017757186382493847,0.0009718763287371682,0.008793730920859647,0.21971252566735114,0.016035845763545286,780,853.0
108,California,2020-04-14,0.9999999999999999,0.036274981888537505,0.023294660754419,0.010988940142672482,0.311088295687885,0.009603868006380172,21999,10816.0
109,Colorado,2020-04-14,0.1330469079247611,0.011105471613807226,0.009931361234282938,0.03536511067916098,0.4219712525667351,0.013198976654913454,91,2380.0
110,Connecticut,2020-04-14,0.07670850967691958,0.019838016285132983,0.020379031768207496,0.11662331047865879,0.4928131416837782,0.026088192549172644,1995,2703.0
111,Delaware,2020-04-14,0.010145642319419612,0.002394617316727183,0.0013059588167405698,0.053900283991090224,0.22895277207392195,0.025612740821865723,720,767.0
112,District of Columbia,2020-04-14,0.0032617185051913196,0.0025854926100894945,0.0020348660632934458,0.0841432398193546,0.33470225872689935,0.0335006155612075,479,547.0
113,Florida,2020-04-14,0.5367870169476828,0.030884200876001914,0.017341918240903847,0.022977167889988104,0.27104722792607805,0.019048681247614444,14621,8881.0
114,Georgia,2020-04-14,0.257841531901708,0.020689724980514815,0.015944846018344165,0.03649011511148504,0.36960985626283366,0.01161035564260159,5491,4603.0
115,Hawaii,2020-04-14,0.02150111790720702,0.00034849201288119025,0.0002733402174573286,0.001776153129543134,0.18069815195071867,0.027927490721626973,903,853.0
116,Idaho,2020-04-14,0.031035152690240975,0.001726553789959092,0.0010022474640102048,0.01944420268131429,0.23100616016427103,0.018653720222454036,916,853.0
117,Illinois,2020-04-14,0.31060842672514316,0.03322676129453938,0.026362145416995688,0.05400021275155454,0.38295687885010266,0.01874127526814,6575,5495.0
118,Indiana,2020-04-14,0.15805066818611363,0.011939828009792482,0.011753629350665129,0.03214482578548841,0.4661190965092402,0.01361705734983935,5328,2380.0
119,Iowa,2020-04-14,0.06617214949073116,0.002355574643084892,0.0014881856283787888,0.013500053187888631,0.2648870636550308,0.013989969060316007,83,2165.0
120,Kansas,2020-04-14,0.05996268402934812,0.0016932952161156588,0.002095608333839519,0.009190222454314828,0.4917864476386037,0.01098312756470457,1091,1176.0
121,Kentucky,2020-04-14,0.09988615449167329,0.00257103236059235,0.0032193403389418696,0.009428762076068352,0.5318275154004106,0.015249562920502373,631,1176.0
122,Louisiana,2020-04-14,0.10453821935803093,0.03072513813153332,0.030765960031585982,0.1410220455739618,0.48357289527720737,0.05370677879421075,5146,3961.0
123,Maine,2020-04-14,0.01966054189270187,0.0006724016016172343,0.0006074227054607301,0.010324897411845104,0.27926078028747436,0.02106844128684938,632,503.0
124,Maryland,2020-04-14,0.14041702017575422,0.013306321587272667,0.009172082852457025,0.04151556471031942,0.3275154004106776,0.01791774406825269,3961,2626.0
125,Massachusetts,2020-04-14,0.16216753793086586,0.04033541994733578,0.025633238170442812,0.12241273156878485,0.3080082135523614,0.038033141190324755,7056,5881.0
126,Michigan,2020-04-14,0.2416455417375654,0.03865369293081783,0.05369616716272854,0.09938721105276561,0.6724845995893224,0.02173163329549271,6097,3961.0
127,Minnesota,2020-04-14,0.12998774010963937,0.0020605855533431376,0.002399319686569884,0.0011894746003655466,0.4784394250513347,0.01554647942017581,56,2255.0
128,Mississippi,2020-04-14,0.061576591284042956,0.004073452283345697,0.0033711960153070524,0.02451155788937564,0.36960985626283366,0.02657070862001902,2404,1486.0
129,Missouri,2020-04-14,0.14277355336273187,0.006472407674922023,0.004525299155682439,0.016252929363260386,0.32238193018480493,0.016092146440844578,2374,2626.0
130,Montana,2020-04-14,0.012586062211161073,0.0001865372185131682,0.00021259794691125554,0.004993214514813634,0.17967145790554415,0.021390190024419078,730,853.0
131,Nebraska,2020-04-14,0.03481963485191043,0.0009066576434709804,0.0006074227054607301,0.009099964219056738,0.22895277207392195,0.014503311357516365,1152,853.0
132,Nevada,2020-04-14,0.06424799498960586,0.004141415455982277,0.0038267630444026,0.023631540095609256,0.4127310061601642,0.01748296583405172,742,1289.0
133,New Hampshire,2020-04-14,0.020058631310073,0.0009428082672138427,0.0007592783818259126,0.012520106633657943,0.2782340862422998,0.017276815445309457,337,503.0
134,New Jersey,2020-04-14,0.21327234072981535,0.09913079440272664,0.0851910344408674,0.23991605984121,0.4188911704312115,0.03225086896777311,499,5881.0
135,New Mexico,2020-04-14,0.03899139311107791,0.0015544768209430687,0.0009415051934641317,0.01614333007758985,0.2361396303901437,0.03960549280539424,591,853.0
136,New York,2020-04-14,0.48479636951903377,0.2931815585546113,0.32928384863026183,0.37827871098346016,0.5482546201232033,0.06193609680462616,19713,16270.0
137,North Carolina,2020-04-14,0.2545194796948969,0.007003098831467238,0.0034015671505800886,0.00675969711915054,0.2248459958932238,0.012602146661337726,2568,3386.0
138,North Dakota,2020-04-14,0.004708109198811594,0.00010266777142972828,0.00024296908218429206,0.008268299051321476,0.24127310061601642,0.03709829306193695,520,767.0
139,Ohio,2020-04-14,0.28536738986286964,0.010143865022247095,0.009840247828463829,0.01115978608798244,0.4568788501026694,0.011567327368315821,3614,4603.0
140,Oklahoma,2020-04-14,0.08676885262508366,0.0027676917537535193,0.003280082609487943,0.009390079975243456,0.5082135523613963,0.015108918262762325,895,1176.0
141,Oregon,2020-04-14,0.09346658699570118,0.0019709320064608396,0.0016704124400170079,0.0032783080449099184,0.3459958932238193,0.015853243186601206,1928,2626.0
142,Pennsylvania,2020-04-14,0.3139517716687115,0.03643259860805639,0.020986454473668228,0.055354086280425895,0.2782340862422998,0.02129000478876863,6044,5495.0
143,Puerto Rico,2020-04-14,0.06716420095576392,0.0009442542921635571,0.0013667010872866429,0.0002868922477846439,0.5010266940451745,0.003823308351959295,161,1176.0
144,Rhode Island,2020-04-14,0.012344188022930608,0.004310600375098872,0.0024296908218429205,0.08906553714932258,0.2525667351129363,0.04483910101304826,1664,767.0
145,South Carolina,2020-04-14,0.11737858722254974,0.004747299909912645,0.002946000121484541,0.012868245541082004,0.28028747433264883,0.01295086834696716,1456,2626.0
146,South Dakota,2020-04-14,0.007856994178581184,0.0010382459138949984,0.00018222681163821905,0.03342133511270997,0.06262833675564682,0.02560589054934262,0,1714.0
147,Tennessee,2020-04-14,0.1605409423625907,0.00803556064556338,0.0037660207738565267,0.018754371883270317,0.21868583162217656,0.024269231123271295,4492,2626.0
148,Texas,2020-04-14,0.7298893825630312,0.021308623658992613,0.010386928263378486,0.011188797663601114,0.23408624229979463,0.012205258997030191,4379,10816.0
149,Utah,2020-04-14,0.06747919989857569,0.003104615567036994,0.0005466804349146571,0.01732958116955332,0.07597535934291581,0.03327969427233729,6461,1714.0
150,Vermont,2020-04-14,0.0011617255531128703,0.0006969840257623806,0.0008807629229180587,0.029843240786407106,0.39630390143737165,0.035674506732212355,446,1289.0
151,Virginia,2020-04-14,0.20436814972333311,0.00854889950271202,0.004677154832047622,0.015343899993875336,0.25564681724845995,0.010140972186395057,1931,2326.0
152,Washington,2020-04-14,0.18072201333022925,0.015225196695543786,0.016096701694709347,0.03625157548973151,0.5041067761806981,0.02519829933421773,4186,2380.0
153,West Virginia,2020-04-14,0.03116568307407736,0.0005350292313943586,0.0002733402174573286,0.005734621447290802,0.14476386036960984,0.026132505249556494,868,853.0
154,Wisconsin,2020-04-14,0.1346829812009535,0.004750191959812074,0.005163092996416206,0.012288014028708568,0.49075975359342916,0.015753700163999806,1790,2255.0
155,Wyoming,2020-04-14,0.0,1.735229939657377e-5,3.0371135273036507e-5,0.008423027454621061,0.03593429158110883,0.02423990339403174,0,1714.0
156,Alabama,2020-04-15,0.11107221283983362,0.005502124933663605,0.0035837939622183077,0.018158022828886504,0.297741273100616,0.014121622735369477,3289,2942.0
157,Alaska,2020-04-15,0.00392428477466069,3.32585738434331e-5,0.0002733402174573286,0.0059441494934256555,0.31519507186858314,0.029592106944742062,551,520.0
158,Arizona,2020-04-15,0.17208738477521549,0.0053416161642452975,0.004312701208771184,0.007697738064154266,0.3675564681724846,0.01188971831893456,2118,2575.0
159,Arkansas,2020-04-15,0.062646493515193,0.0018783864096791128,0.0010022474640102048,0.0096769722230281,0.21560574948665298,0.01661704857292768,758,916.0
160,California,2020-04-15,0.9999999999999999,0.03819819507165777,0.026119176334811395,0.012081709490975789,0.3316221765913758,0.010383514647916328,13958,14621.0
161,Colorado,2020-04-15,0.1330469079247611,0.011114147763505512,0.009961732369555974,0.03540056927158381,0.42299794661190965,0.013515587688090823,115,2380.0
162,Connecticut,2020-04-15,0.07670850967691958,0.020945671396614275,0.026362145416995688,0.12354740652631513,0.6036960985626283,0.028671173432416815,2717,2703.0
163,Delaware,2020-04-15,0.010145642319419612,0.0025218675123020572,0.0013970722225596793,0.05681433558656571,0.23408624229979463,0.027367052800830252,979,916.0
164,District of Columbia,2020-04-15,0.0032617185051913196,0.002786490078099808,0.0021867217396586286,0.0904903278630396,0.3367556468172484,0.03352202266284222,583,1664.0
165,Florida,2020-04-15,0.5367870169476828,0.032161040906599804,0.018101196622729757,0.024318147385251156,0.2720739219712525,0.020090136742143112,16843,8881.0
166,Georgia,2020-04-15,0.257841531901708,0.021281149184948035,0.016764866670716153,0.03778918899752112,0.37782340862423,0.012095012423611433,5375,6044.0
167,Hawaii,2020-04-15,0.02150111790720702,0.00036729033722747857,0.0002733402174573286,0.002072715902534,0.17659137577002051,0.028506552820845892,1247,916.0
168,Idaho,2020-04-15,0.031035152690240975,0.0017395680145065222,0.0011844742756484238,0.01962471915183047,0.2720739219712525,0.019031127424273982,1308,632.0
169,Illinois,2020-04-15,0.31060842672514316,0.03517166485190536,0.028822207374111647,0.05769435338033208,0.39630390143737165,0.019892977336087428,6578,6044.0
170,Indiana,2020-04-15,0.15805066818611363,0.012565956813018853,0.013241814979043916,0.03427878834766183,0.5,0.014395419565277422,6029,4186.0
171,Iowa,2020-04-15,0.06617214949073116,0.0024943930382574824,0.0016096701694709348,0.014679857263047958,0.2731006160164271,0.014793591655683037,107,2165.0
172,Kansas,2020-04-15,0.05996268402934812,0.0017843947879476714,0.002156350604385592,0.010025111130452161,0.4845995893223819,0.011440597326638331,1110,1091.0
173,Kentucky,2020-04-15,0.09988615449167329,0.002805288402446096,0.003492680556399198,0.010953481550249661,0.5338809034907598,0.015883641270922497,1130,1176.0
174,Louisiana,2020-04-15,0.10453821935803093,0.031351266934759696,0.03349936220615927,0.14405859048871614,0.515400410677618,0.055339498435890117,5415,5146.0
175,Maine,2020-04-15,0.01966054189270187,0.0007230124748572413,0.0007289072465528762,0.011285502915663352,0.3203285420944558,0.025634361994516783,705,1289.0
176,Maryland,2020-04-15,0.14041702017575422,0.014116095559112777,0.009445423069914353,0.044552109625073735,0.3182751540041068,0.018648796589078052,3691,2942.0
177,Massachusetts,2020-04-15,0.16216753793086586,0.042871747709134975,0.033651217882524447,0.13064879553608558,0.3798767967145791,0.03973992940366023,11217,5881.0
178,Michigan,2020-04-15,0.2416455417375654,0.040183587327615754,0.05834295085950313,0.10366803021072075,0.7032854209445585,0.022664340713717045,5247,5146.0
179,Minnesota,2020-04-15,0.12998774010963937,0.0022254323976105884,0.0026422887687541762,0.001930881532842715,0.49383983572895274,0.015979545086245998,41,1790.0
180,Mississippi,2020-04-15,0.061576591284042956,0.00446821709461775,0.003705278503310454,0.027551326312532036,0.37268993839835723,0.02677257758843434,1400,1928.0
181,Missouri,2020-04-15,0.14277355336273187,0.006537478797659175,0.004646783696774586,0.016501139510220135,0.3275154004106776,0.01646998178469722,2548,2942.0
182,Montana,2020-04-15,0.012586062211161073,0.00019376734326174066,0.00021259794691125554,0.005180178002133962,0.17761806981519507,0.02225289622029791,768,916.0
183,Nebraska,2020-04-15,0.03481963485191043,0.0009124417432698384,0.0006074227054607301,0.009183775437510677,0.22792607802874745,0.015025430566386954,1843,916.0
184,Nevada,2020-04-15,0.06424799498960586,0.004252759377110293,0.003978618720767782,0.024453534738138293,0.4188911704312115,0.01818832983291543,938,1091.0
185,New Hampshire,2020-04-15,0.020058631310073,0.0012565956813018852,0.0009718763287371682,0.01778731936264792,0.28850102669404515,0.018172916719738436,472,520.0
186,New Jersey,2020-04-15,0.21327234072981535,0.10232072544179678,0.09585130292170321,0.24792325471196344,0.4558521560574949,0.033274556567944966,561,5881.0
187,New Mexico,2020-04-15,0.03899139311107791,0.0017554742889533815,0.0010933608698293143,0.018828512576518033,0.24948665297741274,0.04073535962967426,1455,916.0
188,New York,2020-04-15,0.48479636951903377,0.3097154078296467,0.3528214784668651,0.4001373214579284,0.5564681724845996,0.06534731845011728,21052,16270.0
189,North Carolina,2020-04-15,0.2545194796948969,0.007331346495052425,0.003948247585494746,0.007497880543225638,0.24948665297741274,0.013203900288289439,2776,5491.0
190,North Dakota,2020-04-15,0.004708109198811594,0.00013737237022287582,0.0002733402174573286,0.009544808378543037,0.2535934291581109,0.03851373062202401,676,632.0
191,Ohio,2020-04-15,0.28536738986286964,0.010879891721651767,0.010994350968839215,0.012626482410926404,0.4763860369609856,0.012271835083114142,3988,5491.0
192,Oklahoma,2020-04-15,0.08676885262508366,0.0028819277247809634,0.0037356496385834905,0.010086357790091578,0.5585215605749487,0.015664860692215756,1529,1341.0
193,Oregon,2020-04-15,0.09346658699570118,0.002014312754952274,0.0017615258458361174,0.0035200711750655173,0.35831622176591377,0.01638092824189682,1973,2404.0
194,Pennsylvania,2020-04-15,0.3139517716687115,0.03829507874328864,0.02365911437769544,0.058654958884150336,0.29876796714579057,0.021962187780098542,7858,6044.0
195,Puerto Rico,2020-04-15,0.06716420095576392,0.0010180015645989957,0.001548927898924862,0.0008445592013435598,0.5379876796714579,0.004255303662947753,154,1176.0
196,Rhode Island,2020-04-15,0.012344188022930608,0.004310600375098872,0.0024296908218429205,0.08906553714932258,0.2525667351129363,0.05089538413652422,1946,916.0
197,South Carolina,2020-04-15,0.11737858722254974,0.004896240479733237,0.0032193403389418696,0.013525841255105234,0.297741273100616,0.013316501642888015,1351,2942.0
198,South Dakota,2020-04-15,0.007856994178581184,0.0012985304048436053,0.00018222681163821905,0.041306036664184566,0.052361396303901436,0.027243533824397974,0,1714.0
199,Tennessee,2020-04-15,0.1605409423625907,0.00803556064556338,0.0037660207738565267,0.018754371883270317,0.21868583162217656,0.02494248446968294,4855,2942.0
200,Texas,2020-04-15,0.7298893825630312,0.022611492138685362,0.01138917572738869,0.012452412957214372,0.24229979466119095,0.01270297411003721,6904,14621.0
201,Utah,2020-04-15,0.06747919989857569,0.003294044835449591,0.0006074227054607301,0.018802724509301434,0.08008213552361396,0.03412977027825165,6288,1714.0
202,Vermont,2020-04-15,0.0011617255531128703,0.000707106200410382,0.0008807629229180587,0.030213944252645696,0.3921971252566735,0.03741340559799989,507,1289.0
203,Virginia,2020-04-15,0.20436814972333311,0.009008735436721226,0.005922371378242119,0.016639750371509346,0.3080082135523614,0.010521590453460211,2994,3961.0
204,Washington,2020-04-15,0.18072201333022925,0.015431978263352958,0.016764866670716153,0.036864042086125696,0.5174537987679672,0.03340021625454071,3709,4186.0
205,West Virginia,2020-04-15,0.03116568307407736,0.0006246827782766565,0.00030371135273036506,0.007246446887863816,0.1457905544147844,0.027132430966913822,916,903.0
206,Wisconsin,2020-04-15,0.1346829812009535,0.0049902321014646785,0.005557917754965681,0.013322760225774529,0.5051334702258726,0.016372365401242938,1845,2255.0
207,Wyoming,2020-04-15,0.0,2.4582424145146186e-5,3.0371135273036507e-5,0.0087486018032306,0.03593429158110883,0.025811398725035836,15,1714.0
208,Alabama,2020-04-16,0.11107221283983362,0.005892551670086515,0.004039360991313855,0.020014763668481504,0.3141683778234086,0.015178063201042438,3079,3691.0
209,Alaska,2020-04-16,0.00392428477466069,4.338074849143445e-5,0.0002733402174573286,0.0063212999764683895,0.3080082135523614,0.029846423312162418,499,705.0
210,Arizona,2020-04-16,0.17208738477521549,0.005736380975517351,0.004555670290955476,0.008906553714932259,0.36344969199178645,0.012503888064834406,2135,3691.0
211,Arkansas,2020-04-16,0.062646493515193,0.0019521336821145515,0.0011237320051023507,0.010312003378236805,0.23408624229979463,0.017312351234023075,940,1455.0
212,California,2020-04-16,0.9999999999999999,0.039631205796824824,0.0290348053210229,0.012897257116700677,0.35523613963039014,0.01201666243162839,16945,16843.0
213,Colorado,2020-04-16,0.1330469079247611,0.01159133599691129,0.01078175302192796,0.037276651161591255,0.4394250513347023,0.013875655137586651,121,5328.0
214,Connecticut,2020-04-16,0.07670850967691958,0.022578233564841926,0.02949037235011845,0.13375625763568552,0.6273100616016427,0.030459950845013226,3878,5415.0
215,Delaware,2020-04-16,0.010145642319419612,0.0026028449094860685,0.0016704124400170079,0.05866785291775863,0.2731006160164271,0.02791229167946633,807,1664.0
216,District of Columbia,2020-04-16,0.0032617185051913196,0.0030077318954061234,0.002460061957115957,0.09747889407873743,0.3542094455852156,0.035417835583612174,813,1400.0
217,Florida,2020-04-16,0.5367870169476828,0.033364133664762256,0.020287918362388385,0.025581762678864424,0.29363449691991783,0.020668770699329334,15584,14621.0
218,Georgia,2020-04-16,0.257841531901708,0.022267338200653315,0.01782785640527243,0.03995861015211736,0.3850102669404517,0.012907626001665042,6315,6575.0
219,Hawaii,2020-04-16,0.02150111790720702,0.0003759664869257654,0.0002733402174573286,0.002211326763823209,0.17453798767967144,0.029862906780421146,833,1247.0
220,Idaho,2020-04-16,0.031035152690240975,0.0019044148587739735,0.0012452165461944967,0.021906963100499326,0.2648870636550308,0.019606764387231346,1200,1308.0
221,Illinois,2020-04-16,0.31060842672514316,0.03682157931952958,0.03255785701269513,0.06082760354714865,0.42813141683778233,0.020925441847929514,6575,6578.0
222,Indiana,2020-04-16,0.15805066818611363,0.013407543333752681,0.014487031525238414,0.03714448731710619,0.5133470225872689,0.015284884638199644,5053,5328.0
223,Iowa,2020-04-16,0.06617214949073116,0.0027055126809157966,0.0018222681163821905,0.01647857495140561,0.2874743326488706,0.015452074101966733,96,2942.0
224,Kansas,2020-04-16,0.05996268402934812,0.0019449035573659789,0.0024296908218429205,0.011491807453396128,0.5082135523613963,0.01271710279711612,1377,1130.0
225,Kentucky,2020-04-16,0.09988615449167329,0.0031306440161318547,0.0039178764502217096,0.013071326570412706,0.544147843942505,0.016275819372870395,973,1790.0
226,Louisiana,2020-04-16,0.10453821935803093,0.03219140743054381,0.0351090323756302,0.14813310510893848,0.526694045174538,0.05750846597351899,6018,5415.0
227,Maine,2020-04-16,0.01966054189270187,0.0007606091235498177,0.0008200206523719857,0.011997898272521847,0.3480492813141684,0.025681671689129493,737,1400.0
228,Maryland,2020-04-16,0.14041702017575422,0.015203506321298068,0.009688392152098645,0.048633071262100244,0.30390143737166325,0.0197583266668051,4583,3691.0
229,Massachusetts,2020-04-16,0.16216753793086586,0.046144102170338853,0.033651217882524447,0.14127670273772572,0.35318275154004103,0.04246890672005312,10245,7056.0
230,Michigan,2020-04-16,0.2416455417375654,0.041268106039901616,0.060620786004980866,0.10670135161707299,0.7114989733059548,0.023897389767876375,5775,6029.0
231,Minnesota,2020-04-16,0.12998774010963937,0.0022254323976105884,0.0026422887687541762,0.001930881532842715,0.49383983572895274,0.016599708820603562,227,5328.0
232,Mississippi,2020-04-16,0.061576591284042956,0.004849967681342373,0.0039178764502217096,0.030491165975224117,0.3655030800821355,0.0269678103553429,1573,1973.0
