State,Date,TestsReported,SAA_t_1_scalar,SAA_t_1_vector,SAA_cumul_scalar,SAA_cumul_vector
Alabama,2020-04-13,2626,2151.0,2165.0,2151.0,2165.0
Alaska,2020-04-13,399,2151.0,262.0,2151.0,262.0
Arizona,2020-04-13,947,2151.0,1119.0,2151.0,1119.0
Arkansas,2020-04-13,293,2151.0,625.0,2151.0,625.0
California,2020-04-13,9150,2151.0,10816.0,2151.0,10816.0
Colorado,2020-04-13,50,2151.0,10.0,2151.0,10.0
Connecticut,2020-04-13,1680,2151.0,2703.0,2151.0,2703.0
Delaware,2020-04-13,767,2151.0,496.0,2151.0,496.0
District of Columbia,2020-04-13,391,2151.0,547.0,2151.0,547.0
Florida,2020-04-13,14472,2151.0,4518.0,2151.0,4518.0
Georgia,2020-04-13,4603,2151.0,1131.0,2151.0,1131.0
Hawaii,2020-04-13,429,2151.0,776.0,2151.0,776.0
Idaho,2020-04-13,838,2151.0,913.0,2151.0,913.0
Illinois,2020-04-13,5728,2151.0,3198.0,2151.0,3198.0
Indiana,2020-04-13,2380,2151.0,2790.0,2151.0,2790.0
Iowa,2020-04-13,54,2151.0,57.0,2151.0,57.0
Kansas,2020-04-13,516,2151.0,615.0,2151.0,615.0
Kentucky,2020-04-13,532,2151.0,721.0,2151.0,721.0
Louisiana,2020-04-13,4748,2151.0,1914.0,2151.0,1914.0
Maine,2020-04-13,503,2151.0,349.0,2151.0,349.0
Maryland,2020-04-13,2326,2151.0,3015.0,2151.0,3015.0
Massachusetts,2020-04-13,5881,2151.0,7221.0,2151.0,7221.0
Michigan,2020-04-13,4377,2151.0,3381.0,2151.0,3381.0
Minnesota,2020-04-13,85,2151.0,28.0,2151.0,28.0
Mississippi,2020-04-13,1289,2151.0,1486.0,2151.0,1486.0
Missouri,2020-04-13,1465,2151.0,1193.0,2151.0,1193.0
Montana,2020-04-13,314,2151.0,432.0,2151.0,432.0
Nebraska,2020-04-13,520,2151.0,693.0,2151.0,693.0
Nevada,2020-04-13,788,2151.0,1344.0,2151.0,1344.0
New Hampshire,2020-04-13,181,2151.0,404.0,2151.0,404.0
New Jersey,2020-04-13,502,2151.0,222.0,2151.0,222.0
New Mexico,2020-04-13,853,2151.0,1921.0,2151.0,1921.0
New York,2020-04-13,16270,2151.0,18477.0,2151.0,18477.0
North Carolina,2020-04-13,1278,2151.0,1190.0,2151.0,1190.0
North Dakota,2020-04-13,281,2151.0,218.0,2151.0,218.0
Ohio,2020-04-13,2507,2151.0,2241.0,2151.0,2241.0
Oklahoma,2020-04-13,842,2151.0,1176.0,2151.0,1176.0
Oregon,2020-04-13,1540,2151.0,1464.0,2151.0,1464.0
Pennsylvania,2020-04-13,3386,2151.0,5495.0,2151.0,5495.0
Puerto Rico,2020-04-13,178,2151.0,104.0,2151.0,104.0
Rhode Island,2020-04-13,467,2151.0,1059.0,2151.0,1059.0
South Carolina,2020-04-13,733,2151.0,808.0,2151.0,808.0
South Dakota,2020-04-13,0,2151.0,0.0,2151.0,0.0
Tennessee,2020-04-13,2207,2151.0,3390.0,2151.0,3390.0
Texas,2020-04-13,5024,2151.0,8881.0,2151.0,8881.0
Utah,2020-04-13,3521,2151.0,1714.0,2151.0,1714.0
Vermont,2020-04-13,398,2151.0,471.0,2151.0,471.0
Virginia,2020-04-13,1439,2151.0,2330.0,2151.0,2330.0
Washington,2020-04-13,2255,2151.0,3961.0,2151.0,3961.0
West Virginia,2020-04-13,335,2151.0,607.0,2151.0,607.0
Wisconsin,2020-04-13,1341,2151.0,1221.0,2151.0,1221.0
Wyoming,2020-04-13,347,2151.0,0.0,2151.0,0.0
Alabama,2020-04-14,2942,2193.0,2626.0,2193.0,2396.0
Alaska,2020-04-14,398,2193.0,399.0,2193.0,330.0
Arizona,2020-04-14,2575,2193.0,947.0,2193.0,1033.0
Arkansas,2020-04-14,780,2193.0,293.0,2193.0,459.0
California,2020-04-14,21999,2193.0,9150.0,2193.0,9983.0
Colorado,2020-04-14,91,2193.0,50.0,2193.0,30.0
Connecticut,2020-04-14,1995,2193.0,1680.0,2193.0,2192.0
Delaware,2020-04-14,720,2193.0,767.0,2193.0,632.0
District of Columbia,2020-04-14,479,2193.0,391.0,2193.0,469.0
Florida,2020-04-14,14621,2193.0,14472.0,2193.0,9495.0
Georgia,2020-04-14,5491,2193.0,4603.0,2193.0,2867.0
Hawaii,2020-04-14,903,2193.0,429.0,2193.0,602.0
Idaho,2020-04-14,916,2193.0,838.0,2193.0,876.0
Illinois,2020-04-14,6575,2193.0,5728.0,2193.0,4463.0
Indiana,2020-04-14,5328,2193.0,2380.0,2193.0,2585.0
Iowa,2020-04-14,83,2193.0,54.0,2193.0,56.0
Kansas,2020-04-14,1091,2193.0,516.0,2193.0,566.0
Kentucky,2020-04-14,631,2193.0,532.0,2193.0,626.0
Louisiana,2020-04-14,5146,2193.0,4748.0,2193.0,3331.0
Maine,2020-04-14,632,2193.0,503.0,2193.0,426.0
Maryland,2020-04-14,3961,2193.0,2326.0,2193.0,2670.0
Massachusetts,2020-04-14,7056,2193.0,5881.0,2193.0,6551.0
Michigan,2020-04-14,6097,2193.0,4377.0,2193.0,3879.0
Minnesota,2020-04-14,56,2193.0,85.0,2193.0,56.0
Mississippi,2020-04-14,2404,2193.0,1289.0,2193.0,1388.0
Missouri,2020-04-14,2374,2193.0,1465.0,2193.0,1329.0
Montana,2020-04-14,730,2193.0,314.0,2193.0,373.0
Nebraska,2020-04-14,1152,2193.0,520.0,2193.0,606.0
Nevada,2020-04-14,742,2193.0,788.0,2193.0,1066.0
New Hampshire,2020-04-14,337,2193.0,181.0,2193.0,292.0
New Jersey,2020-04-14,499,2193.0,502.0,2193.0,362.0
New Mexico,2020-04-14,591,2193.0,853.0,2193.0,1387.0
New York,2020-04-14,19713,2193.0,16270.0,2193.0,17374.0
North Carolina,2020-04-14,2568,2193.0,1278.0,2193.0,1234.0
North Dakota,2020-04-14,520,2193.0,281.0,2193.0,250.0
Ohio,2020-04-14,3614,2193.0,2507.0,2193.0,2374.0
Oklahoma,2020-04-14,895,2193.0,842.0,2193.0,1009.0
Oregon,2020-04-14,1928,2193.0,1540.0,2193.0,1502.0
Pennsylvania,2020-04-14,6044,2193.0,3386.0,2193.0,4440.0
Puerto Rico,2020-04-14,161,2193.0,178.0,2193.0,141.0
Rhode Island,2020-04-14,1664,2193.0,467.0,2193.0,763.0
South Carolina,2020-04-14,1456,2193.0,733.0,2193.0,770.0
South Dakota,2020-04-14,0,2193.0,0.0,2193.0,0.0
Tennessee,2020-04-14,4492,2193.0,2207.0,2193.0,2798.0
Texas,2020-04-14,4379,2193.0,5024.0,2193.0,6952.0
Utah,2020-04-14,6461,2193.0,3521.0,2193.0,2618.0
Vermont,2020-04-14,446,2193.0,398.0,2193.0,434.0
Virginia,2020-04-14,1931,2193.0,1439.0,2193.0,1884.0
Washington,2020-04-14,4186,2193.0,2255.0,2193.0,3108.0
West Virginia,2020-04-14,868,2193.0,335.0,2193.0,471.0
Wisconsin,2020-04-14,1790,2193.0,1341.0,2193.0,1281.0
Wyoming,2020-04-14,0,2193.0,347.0,2193.0,174.0
Alabama,2020-04-15,3289,3125.0,2942.0,3125.0,2578.0
Alaska,2020-04-15,551,3125.0,398.0,3125.0,353.0
Arizona,2020-04-15,2118,3125.0,2575.0,3125.0,1547.0
Arkansas,2020-04-15,758,3125.0,780.0,3125.0,566.0
California,2020-04-15,13958,3125.0,21999.0,3125.0,13988.0
Colorado,2020-04-15,115,3125.0,91.0,3125.0,50.0
Connecticut,2020-04-15,2717,3125.0,1995.0,3125.0,2126.0
Delaware,2020-04-15,979,3125.0,720.0,3125.0,661.0
District of Columbia,2020-04-15,583,3125.0,479.0,3125.0,472.0
Florida,2020-04-15,16843,3125.0,14621.0,3125.0,11204.0
Georgia,2020-04-15,5375,3125.0,5491.0,3125.0,3742.0
Hawaii,2020-04-15,1247,3125.0,903.0,3125.0,703.0
Idaho,2020-04-15,1308,3125.0,916.0,3125.0,889.0
Illinois,2020-04-15,6578,3125.0,6575.0,3125.0,5167.0
Indiana,2020-04-15,6029,3125.0,5328.0,3125.0,3499.0
Iowa,2020-04-15,107,3125.0,83.0,3125.0,65.0
Kansas,2020-04-15,1110,3125.0,1091.0,3125.0,741.0
Kentucky,2020-04-15,1130,3125.0,631.0,3125.0,628.0
Louisiana,2020-04-15,5415,3125.0,5146.0,3125.0,3936.0
Maine,2020-04-15,705,3125.0,632.0,3125.0,495.0
Maryland,2020-04-15,3691,3125.0,3961.0,3125.0,3101.0
Massachusetts,2020-04-15,11217,3125.0,7056.0,3125.0,6719.0
Michigan,2020-04-15,5247,3125.0,6097.0,3125.0,4618.0
Minnesota,2020-04-15,41,3125.0,56.0,3125.0,56.0
Mississippi,2020-04-15,1400,3125.0,2404.0,3125.0,1726.0
Missouri,2020-04-15,2548,3125.0,2374.0,3125.0,1677.0
Montana,2020-04-15,768,3125.0,730.0,3125.0,492.0
Nebraska,2020-04-15,1843,3125.0,1152.0,3125.0,788.0
Nevada,2020-04-15,938,3125.0,742.0,3125.0,958.0
New Hampshire,2020-04-15,472,3125.0,337.0,3125.0,307.0
New Jersey,2020-04-15,561,3125.0,499.0,3125.0,408.0
New Mexico,2020-04-15,1455,3125.0,591.0,3125.0,1122.0
New York,2020-04-15,21052,3125.0,19713.0,3125.0,18153.0
North Carolina,2020-04-15,2776,3125.0,2568.0,3125.0,1679.0
North Dakota,2020-04-15,676,3125.0,520.0,3125.0,340.0
Ohio,2020-04-15,3988,3125.0,3614.0,3125.0,2787.0
Oklahoma,2020-04-15,1529,3125.0,895.0,3125.0,971.0
Oregon,2020-04-15,1973,3125.0,1928.0,3125.0,1644.0
Pennsylvania,2020-04-15,7858,3125.0,6044.0,3125.0,4975.0
Puerto Rico,2020-04-15,154,3125.0,161.0,3125.0,148.0
Rhode Island,2020-04-15,1946,3125.0,1664.0,3125.0,1063.0
South Carolina,2020-04-15,1351,3125.0,1456.0,3125.0,999.0
South Dakota,2020-04-15,0,3125.0,0.0,3125.0,0.0
Tennessee,2020-04-15,4855,3125.0,4492.0,3125.0,3363.0
Texas,2020-04-15,6904,3125.0,4379.0,3125.0,6095.0
Utah,2020-04-15,6288,3125.0,6461.0,3125.0,3899.0
Vermont,2020-04-15,507,3125.0,446.0,3125.0,438.0
Virginia,2020-04-15,2994,3125.0,1931.0,3125.0,1900.0
Washington,2020-04-15,3709,3125.0,4186.0,3125.0,3467.0
West Virginia,2020-04-15,916,3125.0,868.0,3125.0,603.0
Wisconsin,2020-04-15,1845,3125.0,1790.0,3125.0,1451.0
Wyoming,2020-04-15,15,3125.0,0.0,3125.0,116.0
Alabama,2020-04-16,3079,3316.0,3289.0,3316.0,2756.0
Alaska,2020-04-16,499,3316.0,551.0,3316.0,402.0
Arizona,2020-04-16,2135,3316.0,2118.0,3316.0,1690.0
Arkansas,2020-04-16,940,3316.0,758.0,3316.0,614.0
California,2020-04-16,16945,3316.0,13958.0,3316.0,13981.0
Colorado,2020-04-16,121,3316.0,115.0,3316.0,66.0
Connecticut,2020-04-16,3878,3316.0,2717.0,3316.0,2274.0
Delaware,2020-04-16,807,3316.0,979.0,3316.0,740.0
District of Columbia,2020-04-16,813,3316.0,583.0,3316.0,500.0
Florida,2020-04-16,15584,3316.0,16843.0,3316.0,12614.0
Georgia,2020-04-16,6315,3316.0,5375.0,3316.0,4150.0
Hawaii,2020-04-16,833,3316.0,1247.0,3316.0,839.0
Idaho,2020-04-16,1200,3316.0,1308.0,3316.0,994.0
Illinois,2020-04-16,6575,3316.0,6578.0,3316.0,5520.0
Indiana,2020-04-16,5053,3316.0,6029.0,3316.0,4132.0
Iowa,2020-04-16,96,3316.0,107.0,3316.0,75.0
Kansas,2020-04-16,1377,3316.0,1110.0,3316.0,833.0
Kentucky,2020-04-16,973,3316.0,1130.0,3316.0,754.0
Louisiana,2020-04-16,6018,3316.0,5415.0,3316.0,4306.0
Maine,2020-04-16,737,3316.0,705.0,3316.0,547.0
Maryland,2020-04-16,4583,3316.0,3691.0,3316.0,3248.0
Massachusetts,2020-04-16,10245,3316.0,11217.0,3316.0,7844.0
Michigan,2020-04-16,5775,3316.0,5247.0,3316.0,4776.0
Minnesota,2020-04-16,227,3316.0,41.0,3316.0,52.0
Mississippi,2020-04-16,1573,3316.0,1400.0,3316.0,1645.0
Missouri,2020-04-16,2386,3316.0,2548.0,3316.0,1895.0
Montana,2020-04-16,637,3316.0,768.0,3316.0,561.0
Nebraska,2020-04-16,1724,3316.0,1843.0,3316.0,1052.0
Nevada,2020-04-16,1136,3316.0,938.0,3316.0,953.0
New Hampshire,2020-04-16,412,3316.0,472.0,3316.0,348.0
New Jersey,2020-04-16,319,3316.0,561.0,3316.0,446.0
New Mexico,2020-04-16,1156,3316.0,1455.0,3316.0,1205.0
New York,2020-04-16,26425,3316.0,21052.0,3316.0,18878.0
North Carolina,2020-04-16,2854,3316.0,2776.0,3316.0,1953.0
North Dakota,2020-04-16,614,3316.0,676.0,3316.0,424.0
Ohio,2020-04-16,3893,3316.0,3988.0,3316.0,3088.0
Oklahoma,2020-04-16,1587,3316.0,1529.0,3316.0,1110.0
Oregon,2020-04-16,2347,3316.0,1973.0,3316.0,1726.0
Pennsylvania,2020-04-16,7987,3316.0,7858.0,3316.0,5696.0
Puerto Rico,2020-04-16,129,3316.0,154.0,3316.0,149.0
Rhode Island,2020-04-16,2885,3316.0,1946.0,3316.0,1284.0
South Carolina,2020-04-16,1569,3316.0,1351.0,3316.0,1087.0
South Dakota,2020-04-16,0,3316.0,0.0,3316.0,0.0
Tennessee,2020-04-16,5558,3316.0,4855.0,3316.0,3736.0
Texas,2020-04-16,5307,3316.0,6904.0,3316.0,6297.0
Utah,2020-04-16,8300,3316.0,6288.0,3316.0,4496.0
Vermont,2020-04-16,460,3316.0,507.0,3316.0,456.0
Virginia,2020-04-16,3375,3316.0,2994.0,3316.0,2174.0
Washington,2020-04-16,3630,3316.0,3709.0,3316.0,3528.0
West Virginia,2020-04-16,884,3316.0,916.0,3316.0,682.0
Wisconsin,2020-04-16,2118,3316.0,1845.0,3316.0,1549.0
Wyoming,2020-04-16,0,3316.0,15.0,3316.0,90.0
Alabama,2020-04-17,8756,3540.0,3079.0,3540.0,2820.0
Alaska,2020-04-17,506,3540.0,499.0,3540.0,422.0
Arizona,2020-04-17,2227,3540.0,2135.0,3540.0,1779.0
Arkansas,2020-04-17,895,3540.0,940.0,3540.0,679.0
California,2020-04-17,16966,3540.0,16945.0,3540.0,14574.0
Colorado,2020-04-17,172,3540.0,121.0,3540.0,77.0
Connecticut,2020-04-17,3797,3540.0,3878.0,3540.0,2595.0
Delaware,2020-04-17,951,3540.0,807.0,3540.0,754.0
District of Columbia,2020-04-17,619,3540.0,813.0,3540.0,563.0
Florida,2020-04-17,16778,3540.0,15584.0,3540.0,13208.0
Georgia,2020-04-17,6929,3540.0,6315.0,3540.0,4583.0
Hawaii,2020-04-17,938,3540.0,833.0,3540.0,838.0
Idaho,2020-04-17,1189,3540.0,1200.0,3540.0,1035.0
Illinois,2020-04-17,7891,3540.0,6575.0,3540.0,5731.0
Indiana,2020-04-17,5499,3540.0,5053.0,3540.0,4316.0
Iowa,2020-04-17,139,3540.0,96.0,3540.0,79.0
Kansas,2020-04-17,1369,3540.0,1377.0,3540.0,942.0
Kentucky,2020-04-17,1120,3540.0,973.0,3540.0,797.0
Louisiana,2020-04-17,5745,3540.0,6018.0,3540.0,4648.0
Maine,2020-04-17,463,3540.0,737.0,3540.0,585.0
Maryland,2020-04-17,4210,3540.0,4583.0,3540.0,3515.0
Massachusetts,2020-04-17,12318,3540.0,10245.0,3540.0,8324.0
Michigan,2020-04-17,5184,3540.0,5775.0,3540.0,4975.0
Minnesota,2020-04-17,102,3540.0,227.0,3540.0,87.0
Mississippi,2020-04-17,1781,3540.0,1573.0,3540.0,1630.0
Missouri,2020-04-17,2338,3540.0,2386.0,3540.0,1993.0
Montana,2020-04-17,673,3540.0,637.0,3540.0,576.0
Nebraska,2020-04-17,1422,3540.0,1724.0,3540.0,1186.0
Nevada,2020-04-17,1217,3540.0,1136.0,3540.0,990.0
New Hampshire,2020-04-17,591,3540.0,412.0,3540.0,361.0
New Jersey,2020-04-17,465,3540.0,319.0,3540.0,421.0
New Mexico,2020-04-17,1441,3540.0,1156.0,3540.0,1195.0
New York,2020-04-17,26420,3540.0,26425.0,3540.0,20387.0
North Carolina,2020-04-17,2998,3540.0,2854.0,3540.0,2133.0
North Dakota,2020-04-17,1371,3540.0,614.0,3540.0,462.0
Ohio,2020-04-17,4430,3540.0,3893.0,3540.0,3249.0
Oklahoma,2020-04-17,920,3540.0,1587.0,3540.0,1206.0
Oregon,2020-04-17,2260,3540.0,2347.0,3540.0,1850.0
Pennsylvania,2020-04-17,7729,3540.0,7987.0,3540.0,6154.0
Puerto Rico,2020-04-17,209,3540.0,129.0,3540.0,145.0
Rhode Island,2020-04-17,2136,3540.0,2885.0,3540.0,1604.0
South Carolina,2020-04-17,2308,3540.0,1569.0,3540.0,1183.0
South Dakota,2020-04-17,0,3540.0,0.0,3540.0,0.0
Tennessee,2020-04-17,6799,3540.0,5558.0,3540.0,4100.0
Texas,2020-04-17,6290,3540.0,5307.0,3540.0,6099.0
Utah,2020-04-17,9328,3540.0,8300.0,3540.0,5257.0
Vermont,2020-04-17,370,3540.0,460.0,3540.0,456.0
Virginia,2020-04-17,3277,3540.0,3375.0,3540.0,2414.0
Washington,2020-04-17,3605,3540.0,3630.0,3540.0,3548.0
West Virginia,2020-04-17,944,3540.0,884.0,3540.0,722.0
Wisconsin,2020-04-17,2125,3540.0,2118.0,3540.0,1663.0
Wyoming,2020-04-17,427,3540.0,0.0,3540.0,72.0
Alabama,2020-04-18,3160,3820.0,8756.0,3820.0,3810.0
Alaska,2020-04-18,399,3820.0,506.0,3820.0,436.0
Arizona,2020-04-18,2009,3820.0,2227.0,3820.0,1854.0
Arkansas,2020-04-18,890,3820.0,895.0,3820.0,715.0
California,2020-04-18,16762,3820.0,16966.0,3820.0,14972.0
Colorado,2020-04-18,133,3820.0,172.0,3820.0,93.0
Connecticut,2020-04-18,3316,3820.0,3797.0,3820.0,2795.0
Delaware,2020-04-18,704,3820.0,951.0,3820.0,787.0
District of Columbia,2020-04-18,592,3820.0,619.0,3820.0,572.0
Florida,2020-04-18,9253,3820.0,16778.0,3820.0,13803.0
Georgia,2020-04-18,3408,3820.0,6929.0,3820.0,4974.0
Hawaii,2020-04-18,957,3820.0,938.0,3820.0,854.0
Idaho,2020-04-18,960,3820.0,1189.0,3820.0,1061.0
Illinois,2020-04-18,5424,3820.0,7891.0,3820.0,6091.0
Indiana,2020-04-18,4844,3820.0,5499.0,3820.0,4513.0
Iowa,2020-04-18,194,3820.0,139.0,3820.0,89.0
Kansas,2020-04-18,1304,3820.0,1369.0,3820.0,1013.0
Kentucky,2020-04-18,1268,3820.0,1120.0,3820.0,851.0
Louisiana,2020-04-18,3459,3820.0,5745.0,3820.0,4831.0
Maine,2020-04-18,400,3820.0,463.0,3820.0,565.0
Maryland,2020-04-18,3812,3820.0,4210.0,3820.0,3631.0
Massachusetts,2020-04-18,10689,3820.0,12318.0,3820.0,8990.0
Michigan,2020-04-18,4816,3820.0,5184.0,3820.0,5010.0
Minnesota,2020-04-18,90,3820.0,102.0,3820.0,90.0
Mississippi,2020-04-18,1071,3820.0,1781.0,3820.0,1656.0
Missouri,2020-04-18,2400,3820.0,2338.0,3820.0,2051.0
Montana,2020-04-18,655,3820.0,673.0,3820.0,592.0
Nebraska,2020-04-18,1445,3820.0,1422.0,3820.0,1226.0
Nevada,2020-04-18,1089,3820.0,1217.0,3820.0,1028.0
New Hampshire,2020-04-18,642,3820.0,591.0,3820.0,400.0
New Jersey,2020-04-18,449,3820.0,465.0,3820.0,428.0
New Mexico,2020-04-18,1308,3820.0,1441.0,3820.0,1236.0
New York,2020-04-18,24222,3820.0,26420.0,3820.0,21393.0
North Carolina,2020-04-18,2914,3820.0,2998.0,3820.0,2277.0
North Dakota,2020-04-18,797,3820.0,1371.0,3820.0,613.0
Ohio,2020-04-18,4300,3820.0,4430.0,3820.0,3446.0
Oklahoma,2020-04-18,1354,3820.0,920.0,3820.0,1158.0
Oregon,2020-04-18,2241,3820.0,2260.0,3820.0,1919.0
Pennsylvania,2020-04-18,5642,3820.0,7729.0,3820.0,6416.0
Puerto Rico,2020-04-18,207,3820.0,209.0,3820.0,156.0
Rhode Island,2020-04-18,2166,3820.0,2136.0,3820.0,1693.0
South Carolina,2020-04-18,1406,3820.0,2308.0,3820.0,1371.0
South Dakota,2020-04-18,0,3820.0,0.0,3820.0,0.0
Tennessee,2020-04-18,7535,3820.0,6799.0,3820.0,4550.0
Texas,2020-04-18,5421,3820.0,6290.0,3820.0,6131.0
Utah,2020-04-18,8755,3820.0,9328.0,3820.0,5935.0
Vermont,2020-04-18,301,3820.0,370.0,3820.0,442.0
Virginia,2020-04-18,3047,3820.0,3277.0,3820.0,2558.0
Washington,2020-04-18,5587,3820.0,3605.0,3820.0,3558.0
West Virginia,2020-04-18,1145,3820.0,944.0,3820.0,759.0
Wisconsin,2020-04-18,2277,3820.0,2125.0,3820.0,1740.0
Wyoming,2020-04-18,132,3820.0,427.0,3820.0,132.0
Alabama,2020-04-19,966,3218.0,3160.0,3218.0,3717.0
Alaska,2020-04-19,296,3218.0,399.0,3218.0,431.0
Arizona,2020-04-19,1037,3218.0,2009.0,3218.0,1876.0
Arkansas,2020-04-19,1195,3218.0,890.0,3218.0,740.0
California,2020-04-19,15454,3218.0,16762.0,3218.0,15228.0
Colorado,2020-04-19,164,3218.0,133.0,3218.0,99.0
Connecticut,2020-04-19,2437,3218.0,3316.0,3218.0,2869.0
Delaware,2020-04-19,389,3218.0,704.0,3218.0,775.0
District of Columbia,2020-04-19,517,3218.0,592.0,3218.0,575.0
Florida,2020-04-19,7969,3218.0,9253.0,3218.0,13153.0
Georgia,2020-04-19,2076,3218.0,3408.0,3218.0,4750.0
Hawaii,2020-04-19,669,3218.0,957.0,3218.0,869.0
Idaho,2020-04-19,730,3218.0,960.0,3218.0,1046.0
Illinois,2020-04-19,4073,3218.0,5424.0,3218.0,5996.0
Indiana,2020-04-19,3642,3218.0,4844.0,3218.0,4560.0
Iowa,2020-04-19,206,3218.0,194.0,3218.0,104.0
Kansas,2020-04-19,622,3218.0,1304.0,3218.0,1055.0
Kentucky,2020-04-19,615,3218.0,1268.0,3218.0,911.0
Louisiana,2020-04-19,2391,3218.0,3459.0,3218.0,4635.0
Maine,2020-04-19,515,3218.0,400.0,3218.0,541.0
Maryland,2020-04-19,4258,3218.0,3812.0,3218.0,3657.0
Massachusetts,2020-04-19,7365,3218.0,10689.0,3218.0,9232.0
Michigan,2020-04-19,3930,3218.0,4816.0,3218.0,4982.0
Minnesota,2020-04-19,23,3218.0,90.0,3218.0,90.0
Mississippi,2020-04-19,1233,3218.0,1071.0,3218.0,1572.0
Missouri,2020-04-19,1321,3218.0,2400.0,3218.0,2101.0
Montana,2020-04-19,355,3218.0,655.0,3218.0,601.0
Nebraska,2020-04-19,1720,3218.0,1445.0,3218.0,1257.0
Nevada,2020-04-19,911,3218.0,1089.0,3218.0,1036.0
New Hampshire,2020-04-19,645,3218.0,642.0,3218.0,434.0
New Jersey,2020-04-19,331,3218.0,449.0,3218.0,431.0
New Mexico,2020-04-19,1789,3218.0,1308.0,3218.0,1246.0
New York,2020-04-19,17793,3218.0,24222.0,3218.0,21797.0
North Carolina,2020-04-19,1694,3218.0,2914.0,3218.0,2368.0
North Dakota,2020-04-19,285,3218.0,797.0,3218.0,640.0
Ohio,2020-04-19,3862,3218.0,4300.0,3218.0,3568.0
Oklahoma,2020-04-19,973,3218.0,1354.0,3218.0,1186.0
Oregon,2020-04-19,1322,3218.0,2241.0,3218.0,1965.0
Pennsylvania,2020-04-19,4566,3218.0,5642.0,3218.0,6306.0
Puerto Rico,2020-04-19,148,3218.0,207.0,3218.0,163.0
Rhode Island,2020-04-19,2687,3218.0,2166.0,3218.0,1760.0
South Carolina,2020-04-19,638,3218.0,1406.0,3218.0,1376.0
South Dakota,2020-04-19,0,3218.0,0.0,3218.0,0.0
Tennessee,2020-04-19,9485,3218.0,7535.0,3218.0,4977.0
Texas,2020-04-19,4100,3218.0,5421.0,3218.0,6029.0
Utah,2020-04-19,8089,3218.0,8755.0,3218.0,6338.0
Vermont,2020-04-19,305,3218.0,301.0,3218.0,422.0
Virginia,2020-04-19,2926,3218.0,3047.0,3218.0,2628.0
Washington,2020-04-19,3590,3218.0,5587.0,3218.0,3848.0
West Virginia,2020-04-19,770,3218.0,1145.0,3218.0,814.0
Wisconsin,2020-04-19,1264,3218.0,2277.0,3218.0,1817.0
Wyoming,2020-04-19,294,3218.0,132.0,3218.0,132.0
Alabama,2020-04-20,2415,2589.0,966.0,2589.0,3373.0
Alaska,2020-04-20,536,2589.0,296.0,2589.0,414.0
Arizona,2020-04-20,1070,2589.0,1037.0,2589.0,1771.0
Arkansas,2020-04-20,750,2589.0,1195.0,2589.0,797.0
California,2020-04-20,12372,2589.0,15454.0,2589.0,15256.0
Colorado,2020-04-20,149,2589.0,164.0,2589.0,107.0
Connecticut,2020-04-20,2400,2589.0,2437.0,2589.0,2815.0
Delaware,2020-04-20,1113,2589.0,389.0,2589.0,727.0
District of Columbia,2020-04-20,566,2589.0,517.0,2589.0,568.0
Florida,2020-04-20,17544,2589.0,7969.0,2589.0,12505.0
Georgia,2020-04-20,7769,2589.0,2076.0,2589.0,4416.0
Hawaii,2020-04-20,569,2589.0,669.0,2589.0,844.0
Idaho,2020-04-20,770,2589.0,730.0,2589.0,1007.0
Illinois,2020-04-20,8249,2589.0,4073.0,2589.0,5755.0
Indiana,2020-04-20,3117,2589.0,3642.0,2589.0,4446.0
Iowa,2020-04-20,924,2589.0,206.0,2589.0,117.0
Kansas,2020-04-20,966,2589.0,622.0,2589.0,1000.0
Kentucky,2020-04-20,759,2589.0,615.0,2589.0,874.0
Louisiana,2020-04-20,6546,2589.0,2391.0,2589.0,4354.0
Maine,2020-04-20,423,2589.0,515.0,2589.0,538.0
Maryland,2020-04-20,3012,2589.0,4258.0,2589.0,3732.0
Massachusetts,2020-04-20,8434,2589.0,7365.0,2589.0,8999.0
Michigan,2020-04-20,5469,2589.0,3930.0,2589.0,4851.0
Minnesota,2020-04-20,61,2589.0,23.0,2589.0,82.0
Mississippi,2020-04-20,757,2589.0,1233.0,2589.0,1530.0
Missouri,2020-04-20,1828,2589.0,1321.0,2589.0,2003.0
Montana,2020-04-20,400,2589.0,355.0,2589.0,570.0
Nebraska,2020-04-20,1353,2589.0,1720.0,2589.0,1315.0
Nevada,2020-04-20,911,2589.0,911.0,2589.0,1021.0
New Hampshire,2020-04-20,596,2589.0,645.0,2589.0,460.0
New Jersey,2020-04-20,536,2589.0,331.0,2589.0,418.0
New Mexico,2020-04-20,2067,2589.0,1789.0,2589.0,1314.0
New York,2020-04-20,17986,2589.0,17793.0,2589.0,21296.0
North Carolina,2020-04-20,1830,2589.0,1694.0,2589.0,2284.0
North Dakota,2020-04-20,289,2589.0,285.0,2589.0,595.0
Ohio,2020-04-20,3670,2589.0,3862.0,2589.0,3604.0
Oklahoma,2020-04-20,1017,2589.0,973.0,2589.0,1160.0
Oregon,2020-04-20,1347,2589.0,1322.0,2589.0,1884.0
Pennsylvania,2020-04-20,5347,2589.0,4566.0,2589.0,6088.0
Puerto Rico,2020-04-20,231,2589.0,148.0,2589.0,161.0
Rhode Island,2020-04-20,2403,2589.0,2687.0,2589.0,1876.0
South Carolina,2020-04-20,1089,2589.0,638.0,2589.0,1284.0
South Dakota,2020-04-20,2,2589.0,0.0,2589.0,0.0
