State,Date,TestsReported,SAA_t_1_scalar,SAA_t_1_vector,SAA_cumul_scalar,SAA_cumul_vector
Oregon,2020-08-06,7563,18669.0,7759.0,18669.0,5320.0
Pennsylvania,2020-08-06,30657,18669.0,28873.0,18669.0,15638.0
Puerto Rico,2020-08-06,1807,18669.0,1710.0,18669.0,961.0
Rhode Island,2020-08-06,4950,18669.0,5862.0,18669.0,3230.0
South Carolina,2020-08-06,12283,18669.0,12361.0,18669.0,6723.0
South Dakota,2020-08-06,1186,18669.0,1209.0,18669.0,1086.0
Tennessee,2020-08-06,29993,18669.0,28179.0,18669.0,15703.0
Texas,2020-08-06,43290,18669.0,44073.0,18669.0,44951.0
Utah,2020-08-06,9691,18669.0,9202.0,18669.0,6776.0
Vermont,2020-08-06,1835,18669.0,1676.0,18669.0,1057.0
Virginia,2020-08-06,18719,18669.0,19241.0,18669.0,11437.0
Washington,2020-08-06,11660,18669.0,15790.0,18669.0,7487.0
West Virginia,2020-08-06,6183,18669.0,7343.0,18669.0,2790.0
Wisconsin,2020-08-06,24385,18669.0,25611.0,18669.0,12437.0
Wyoming,2020-08-06,905,18669.0,565.0,18669.0,808.0
Alabama,2020-08-07,15820,19118.0,18979.0,19118.0,9200.0
Alaska,2020-08-07,6496,19118.0,5891.0,19118.0,2649.0
Arizona,2020-08-07,12574,19118.0,12620.0,19118.0,10941.0
Arkansas,2020-08-07,7974,19118.0,8261.0,19118.0,4870.0
California,2020-08-07,142421,19118.0,136207.0,19118.0,71262.0
Colorado,2020-08-07,10544,19118.0,12243.0,19118.0,6000.0
Connecticut,2020-08-07,4963,19118.0,2451.0,19118.0,5926.0
Delaware,2020-08-07,3978,19118.0,2379.0,19118.0,2260.0
District of Columbia,2020-08-07,5844,19118.0,3089.0,19118.0,1719.0
Florida,2020-08-07,82923,19118.0,97639.0,19118.0,52062.0
Georgia,2020-08-07,28206,19118.0,28099.0,19118.0,15269.0
Hawaii,2020-08-07,3975,19118.0,5537.0,19118.0,1327.0
Idaho,2020-08-07,5596,19118.0,5337.0,19118.0,2254.0
Illinois,2020-08-07,47992,19118.0,38982.0,19118.0,22913.0
Indiana,2020-08-07,20311,19118.0,22984.0,19118.0,11223.0
Iowa,2020-08-07,7746,19118.0,9106.0,19118.0,6175.0
Kansas,2020-08-07,7232,19118.0,6968.0,19118.0,4124.0
Kentucky,2020-08-07,15002,19118.0,11678.0,19118.0,5405.0
Louisiana,2020-08-07,20240,19118.0,25006.0,19118.0,13426.0
Maine,2020-08-07,2740,19118.0,2503.0,19118.0,1478.0
Maryland,2020-08-07,36112,19118.0,31858.0,19118.0,13236.0
Massachusetts,2020-08-07,26448,19118.0,23492.0,19118.0,13205.0
Michigan,2020-08-07,35258,19118.0,35221.0,19118.0,18527.0
Minnesota,2020-08-07,22029,19118.0,20936.0,19118.0,10856.0
Mississippi,2020-08-07,2150,19118.0,2688.0,19118.0,3474.0
Missouri,2020-08-07,21540,19118.0,19824.0,19118.0,6474.0
Montana,2020-08-07,2374,19118.0,2602.0,19118.0,1628.0
Nebraska,2020-08-07,4354,19118.0,6448.0,19118.0,3858.0
Nevada,2020-08-07,12115,19118.0,12249.0,19118.0,5323.0
New Hampshire,2020-08-07,3094,19118.0,3018.0,19118.0,2094.0
New Jersey,2020-08-07,28679,19118.0,29076.0,19118.0,15760.0
New Mexico,2020-08-07,6208,19118.0,6630.0,19118.0,5051.0
New York,2020-08-07,78062,19118.0,79685.0,19118.0,51904.0
North Carolina,2020-08-07,22227,19118.0,23703.0,19118.0,13379.0
North Dakota,2020-08-07,6116,19118.0,5740.0,19118.0,2859.0
Ohio,2020-08-07,27644,19118.0,24368.0,19118.0,14022.0
Oklahoma,2020-08-07,5514,19118.0,5514.0,19118.0,4343.0
Oregon,2020-08-07,8175,19118.0,7563.0,19118.0,5339.0
Pennsylvania,2020-08-07,30298,19118.0,30657.0,19118.0,15766.0
Puerto Rico,2020-08-07,3586,19118.0,1807.0,19118.0,968.0
Rhode Island,2020-08-07,4312,19118.0,4950.0,19118.0,3244.0
South Carolina,2020-08-07,12426,19118.0,12283.0,19118.0,6770.0
South Dakota,2020-08-07,1196,19118.0,1186.0,19118.0,1087.0
Tennessee,2020-08-07,23743,19118.0,29993.0,19118.0,15825.0
Texas,2020-08-07,68850,19118.0,43290.0,19118.0,44937.0
Utah,2020-08-07,8136,19118.0,9691.0,19118.0,6801.0
Vermont,2020-08-07,1874,19118.0,1835.0,19118.0,1064.0
Virginia,2020-08-07,20795,19118.0,18719.0,19118.0,11499.0
Washington,2020-08-07,12111,19118.0,11660.0,19118.0,7522.0
West Virginia,2020-08-07,6694,19118.0,6183.0,19118.0,2819.0
Wisconsin,2020-08-07,21050,19118.0,24385.0,19118.0,12539.0
Wyoming,2020-08-07,1108,19118.0,905.0,19118.0,809.0
Alabama,2020-08-08,12656,19555.0,15820.0,19555.0,9256.0
Alaska,2020-08-08,4480,19555.0,6496.0,19555.0,2682.0
Arizona,2020-08-08,11725,19555.0,12574.0,19555.0,10955.0
Arkansas,2020-08-08,6384,19555.0,7974.0,19555.0,4896.0
California,2020-08-08,117810,19555.0,142421.0,19555.0,71865.0
Colorado,2020-08-08,10863,19555.0,10544.0,19555.0,6039.0
Connecticut,2020-08-08,2824,19555.0,4963.0,19555.0,5918.0
Delaware,2020-08-08,2710,19555.0,3978.0,19555.0,2275.0
District of Columbia,2020-08-08,3777,19555.0,5844.0,19555.0,1754.0
Florida,2020-08-08,62810,19555.0,82923.0,19555.0,52323.0
Georgia,2020-08-08,14818,19555.0,28206.0,19555.0,15379.0
Hawaii,2020-08-08,2796,19555.0,3975.0,19555.0,1350.0
Idaho,2020-08-08,4047,19555.0,5596.0,19555.0,2282.0
Illinois,2020-08-08,35705,19555.0,47992.0,19555.0,23126.0
Indiana,2020-08-08,24818,19555.0,20311.0,19555.0,11300.0
Iowa,2020-08-08,8542,19555.0,7746.0,19555.0,6188.0
Kansas,2020-08-08,5590,19555.0,7232.0,19555.0,4150.0
Kentucky,2020-08-08,9410,19555.0,15002.0,19555.0,5486.0
Louisiana,2020-08-08,12272,19555.0,20240.0,19555.0,13484.0
Maine,2020-08-08,2410,19555.0,2740.0,19555.0,1488.0
Maryland,2020-08-08,32005,19555.0,36112.0,19555.0,13430.0
Massachusetts,2020-08-08,18455,19555.0,26448.0,19555.0,13318.0
Michigan,2020-08-08,29195,19555.0,35258.0,19555.0,18668.0
Minnesota,2020-08-08,19374,19555.0,22029.0,19555.0,10951.0
Mississippi,2020-08-08,4061,19555.0,2150.0,19555.0,3462.0
Missouri,2020-08-08,19872,19555.0,21540.0,19555.0,6601.0
Montana,2020-08-08,2121,19555.0,2374.0,19555.0,1634.0
Nebraska,2020-08-08,2941,19555.0,4354.0,19555.0,3862.0
Nevada,2020-08-08,8472,19555.0,12115.0,19555.0,5381.0
New Hampshire,2020-08-08,2428,19555.0,3094.0,19555.0,2102.0
New Jersey,2020-08-08,19771,19555.0,28679.0,19555.0,15870.0
New Mexico,2020-08-08,7036,19555.0,6208.0,19555.0,5061.0
New York,2020-08-08,72006,19555.0,78062.0,19555.0,52126.0
North Carolina,2020-08-08,24360,19555.0,22227.0,19555.0,13454.0
North Dakota,2020-08-08,3564,19555.0,6116.0,19555.0,2887.0
Ohio,2020-08-08,21501,19555.0,27644.0,19555.0,14137.0
Oklahoma,2020-08-08,4880,19555.0,5514.0,19555.0,4353.0
Oregon,2020-08-08,5957,19555.0,8175.0,19555.0,5363.0
Pennsylvania,2020-08-08,27454,19555.0,30298.0,19555.0,15889.0
Puerto Rico,2020-08-08,6027,19555.0,3586.0,19555.0,991.0
Rhode Island,2020-08-08,3174,19555.0,4312.0,19555.0,3253.0
South Carolina,2020-08-08,8051,19555.0,12426.0,19555.0,6818.0
South Dakota,2020-08-08,901,19555.0,1196.0,19555.0,1088.0
Tennessee,2020-08-08,7460,19555.0,23743.0,19555.0,15892.0
Texas,2020-08-08,43510,19555.0,68850.0,19555.0,45140.0
Utah,2020-08-08,7853,19555.0,8136.0,19555.0,6812.0
Vermont,2020-08-08,1603,19555.0,1874.0,19555.0,1070.0
Virginia,2020-08-08,17859,19555.0,20795.0,19555.0,11578.0
Washington,2020-08-08,10806,19555.0,12111.0,19555.0,7561.0
West Virginia,2020-08-08,8011,19555.0,6694.0,19555.0,2852.0
Wisconsin,2020-08-08,15944,19555.0,21050.0,19555.0,12611.0
Wyoming,2020-08-08,828,19555.0,1108.0,19555.0,811.0
Alabama,2020-08-09,12581,15652.0,12656.0,15652.0,9284.0
Alaska,2020-08-09,3588,15652.0,4480.0,15652.0,2697.0
Arizona,2020-08-09,8203,15652.0,11725.0,15652.0,10961.0
Arkansas,2020-08-09,4135,15652.0,6384.0,15652.0,4909.0
California,2020-08-09,99740,15652.0,117810.0,15652.0,72252.0
Colorado,2020-08-09,7978,15652.0,10863.0,15652.0,6079.0
Connecticut,2020-08-09,4162,15652.0,2824.0,15652.0,5892.0
Delaware,2020-08-09,3299,15652.0,2710.0,15652.0,2279.0
District of Columbia,2020-08-09,4393,15652.0,3777.0,15652.0,1771.0
Florida,2020-08-09,45978,15652.0,62810.0,15652.0,52412.0
Georgia,2020-08-09,7315,15652.0,14818.0,15652.0,15374.0
Hawaii,2020-08-09,2504,15652.0,2796.0,15652.0,1362.0
Idaho,2020-08-09,2508,15652.0,4047.0,15652.0,2297.0
Illinois,2020-08-09,24756,15652.0,35705.0,15652.0,23232.0
Indiana,2020-08-09,13643,15652.0,24818.0,15652.0,11413.0
Iowa,2020-08-09,5533,15652.0,8542.0,15652.0,6208.0
Kansas,2020-08-09,3335,15652.0,5590.0,15652.0,4162.0
Kentucky,2020-08-09,6644,15652.0,9410.0,15652.0,5519.0
Louisiana,2020-08-09,10582,15652.0,12272.0,15652.0,13474.0
Maine,2020-08-09,1255,15652.0,2410.0,15652.0,1496.0
Maryland,2020-08-09,25096,15652.0,32005.0,15652.0,13586.0
Massachusetts,2020-08-09,15729,15652.0,18455.0,15652.0,13361.0
Michigan,2020-08-09,22243,15652.0,29195.0,15652.0,18757.0
Minnesota,2020-08-09,10946,15652.0,19374.0,15652.0,11022.0
Mississippi,2020-08-09,1784,15652.0,4061.0,15652.0,3467.0
Missouri,2020-08-09,10647,15652.0,19872.0,15652.0,6713.0
Montana,2020-08-09,1047,15652.0,2121.0,15652.0,1638.0
Nebraska,2020-08-09,4167,15652.0,2941.0,15652.0,3854.0
Nevada,2020-08-09,7900,15652.0,8472.0,15652.0,5406.0
New Hampshire,2020-08-09,2954,15652.0,2428.0,15652.0,2105.0
New Jersey,2020-08-09,15034,15652.0,19771.0,15652.0,15902.0
New Mexico,2020-08-09,6165,15652.0,7036.0,15652.0,5078.0
New York,2020-08-09,58063,15652.0,72006.0,15652.0,52293.0
North Carolina,2020-08-09,16329,15652.0,24360.0,15652.0,13546.0
North Dakota,2020-08-09,984,15652.0,3564.0,15652.0,2892.0
Ohio,2020-08-09,18078,15652.0,21501.0,15652.0,14199.0
Oklahoma,2020-08-09,5231,15652.0,4880.0,15652.0,4358.0
Oregon,2020-08-09,5482,15652.0,5957.0,15652.0,5368.0
Pennsylvania,2020-08-09,23365,15652.0,27454.0,15652.0,15986.0
Puerto Rico,2020-08-09,5745,15652.0,6027.0,15652.0,1033.0
Rhode Island,2020-08-09,1497,15652.0,3174.0,15652.0,3253.0
South Carolina,2020-08-09,5451,15652.0,8051.0,15652.0,6829.0
South Dakota,2020-08-09,731,15652.0,901.0,15652.0,1086.0
Tennessee,2020-08-09,8720,15652.0,7460.0,15652.0,15821.0
Texas,2020-08-09,29580,15652.0,43510.0,15652.0,45126.0
Utah,2020-08-09,5860,15652.0,7853.0,15652.0,6821.0
Vermont,2020-08-09,2179,15652.0,1603.0,15652.0,1075.0
Virginia,2020-08-09,15302,15652.0,17859.0,15652.0,11630.0
Washington,2020-08-09,11390,15652.0,10806.0,15652.0,7588.0
West Virginia,2020-08-09,5088,15652.0,8011.0,15652.0,2895.0
Wisconsin,2020-08-09,15002,15652.0,15944.0,15652.0,12639.0
Wyoming,2020-08-09,563,15652.0,828.0,15652.0,812.0
Alabama,2020-08-10,8855,12125.0,12581.0,12125.0,9312.0
Alaska,2020-08-10,7665,12125.0,3588.0,12125.0,2704.0
Arizona,2020-08-10,8645,12125.0,8203.0,12125.0,10938.0
Arkansas,2020-08-10,6632,12125.0,4135.0,12125.0,4902.0
California,2020-08-10,105354,12125.0,99740.0,12125.0,72481.0
Colorado,2020-08-10,5864,12125.0,7978.0,12125.0,6095.0
Connecticut,2020-08-10,2900,12125.0,4162.0,12125.0,5877.0
Delaware,2020-08-10,2123,12125.0,3299.0,12125.0,2287.0
District of Columbia,2020-08-10,2334,12125.0,4393.0,12125.0,1793.0
Florida,2020-08-10,91853,12125.0,45978.0,12125.0,52358.0
Georgia,2020-08-10,29712,12125.0,7315.0,12125.0,15307.0
Hawaii,2020-08-10,2282,12125.0,2504.0,12125.0,1371.0
Idaho,2020-08-10,3131,12125.0,2508.0,12125.0,2299.0
Illinois,2020-08-10,35922,12125.0,24756.0,12125.0,23244.0
Indiana,2020-08-10,16103,12125.0,13643.0,12125.0,11432.0
Iowa,2020-08-10,4739,12125.0,5533.0,12125.0,6202.0
Kansas,2020-08-10,5347,12125.0,3335.0,12125.0,4156.0
Kentucky,2020-08-10,8305,12125.0,6644.0,12125.0,5529.0
Louisiana,2020-08-10,15974,12125.0,10582.0,12125.0,13449.0
Maine,2020-08-10,2823,12125.0,1255.0,12125.0,1494.0
Maryland,2020-08-10,17867,12125.0,25096.0,12125.0,13682.0
Massachusetts,2020-08-10,21086,12125.0,15729.0,12125.0,13381.0
Michigan,2020-08-10,30864,12125.0,22243.0,12125.0,18786.0
Minnesota,2020-08-10,11383,12125.0,10946.0,12125.0,11021.0
Mississippi,2020-08-10,2139,12125.0,1784.0,12125.0,3453.0
Missouri,2020-08-10,16952,12125.0,10647.0,12125.0,6746.0
Montana,2020-08-10,1043,12125.0,1047.0,12125.0,1633.0
Nebraska,2020-08-10,5182,12125.0,4167.0,12125.0,3857.0
Nevada,2020-08-10,4375,12125.0,7900.0,12125.0,5427.0
New Hampshire,2020-08-10,2099,12125.0,2954.0,12125.0,2112.0
New Jersey,2020-08-10,25748,12125.0,15034.0,12125.0,15895.0
New Mexico,2020-08-10,4672,12125.0,6165.0,12125.0,5087.0
New York,2020-08-10,71645,12125.0,58063.0,12125.0,52341.0
North Carolina,2020-08-10,14241,12125.0,16329.0,12125.0,13569.0
North Dakota,2020-08-10,3816,12125.0,984.0,12125.0,2876.0
Ohio,2020-08-10,20062,12125.0,18078.0,12125.0,14232.0
Oklahoma,2020-08-10,5559,12125.0,5231.0,12125.0,4365.0
Oregon,2020-08-10,5479,12125.0,5482.0,12125.0,5369.0
Pennsylvania,2020-08-10,24509,12125.0,23365.0,12125.0,16048.0
Puerto Rico,2020-08-10,4115,12125.0,5745.0,12125.0,1072.0
Rhode Island,2020-08-10,4132,12125.0,1497.0,12125.0,3238.0
South Carolina,2020-08-10,7208,12125.0,5451.0,12125.0,6817.0
South Dakota,2020-08-10,956,12125.0,731.0,12125.0,1083.0
Tennessee,2020-08-10,11604,12125.0,8720.0,12125.0,15762.0
Texas,2020-08-10,52936,12125.0,29580.0,12125.0,44997.0
Utah,2020-08-10,5559,12125.0,5860.0,12125.0,6813.0
Vermont,2020-08-10,1549,12125.0,2179.0,12125.0,1084.0
Virginia,2020-08-10,13077,12125.0,15302.0,12125.0,11661.0
Washington,2020-08-10,8807,12125.0,11390.0,12125.0,7620.0
West Virginia,2020-08-10,4262,12125.0,5088.0,12125.0,2914.0
Wisconsin,2020-08-10,13587,12125.0,15002.0,12125.0,12659.0
Wyoming,2020-08-10,337,12125.0,563.0,12125.0,809.0
Alabama,2020-08-11,16379,15066.0,8855.0,15066.0,9308.0
Alaska,2020-08-11,6443,15066.0,7665.0,15066.0,2745.0
Arizona,2020-08-11,13656,15066.0,8645.0,15066.0,10920.0
Arkansas,2020-08-11,7532,15066.0,6632.0,15066.0,4917.0
California,2020-08-11,100623,15066.0,105354.0,15066.0,72752.0
Colorado,2020-08-11,8165,15066.0,5864.0,15066.0,6093.0
Connecticut,2020-08-11,6865,15066.0,2900.0,15066.0,5853.0
Delaware,2020-08-11,2746,15066.0,2123.0,15066.0,2286.0
District of Columbia,2020-08-11,2549,15066.0,2334.0,15066.0,1797.0
Florida,2020-08-11,89060,15066.0,91853.0,15066.0,52684.0
Georgia,2020-08-11,26703,15066.0,29712.0,15066.0,15426.0
Hawaii,2020-08-11,3744,15066.0,2282.0,15066.0,1379.0
Idaho,2020-08-11,4291,15066.0,3131.0,15066.0,2306.0
Illinois,2020-08-11,41642,15066.0,35922.0,15066.0,23349.0
Indiana,2020-08-11,12973,15066.0,16103.0,15066.0,11470.0
Iowa,2020-08-11,8660,15066.0,4739.0,15066.0,6190.0
Kansas,2020-08-11,8050,15066.0,5347.0,15066.0,4165.0
Kentucky,2020-08-11,11823,15066.0,8305.0,15066.0,5552.0
Louisiana,2020-08-11,21967,15066.0,15974.0,15066.0,13470.0
Maine,2020-08-11,3263,15066.0,2823.0,15066.0,1505.0
Maryland,2020-08-11,28259,15066.0,17867.0,15066.0,13716.0
Massachusetts,2020-08-11,26389,15066.0,21086.0,15066.0,13444.0
Michigan,2020-08-11,35280,15066.0,30864.0,15066.0,18886.0
Minnesota,2020-08-11,10205,15066.0,11383.0,15066.0,11024.0
Mississippi,2020-08-11,3632,15066.0,2139.0,15066.0,3443.0
Missouri,2020-08-11,20307,15066.0,16952.0,15066.0,6830.0
Montana,2020-08-11,1798,15066.0,1043.0,15066.0,1629.0
Nebraska,2020-08-11,4358,15066.0,5182.0,15066.0,3868.0
Nevada,2020-08-11,4865,15066.0,4375.0,15066.0,5419.0
New Hampshire,2020-08-11,2602,15066.0,2099.0,15066.0,2112.0
New Jersey,2020-08-11,31992,15066.0,25748.0,15066.0,15976.0
New Mexico,2020-08-11,4788,15066.0,4672.0,15066.0,5083.0
New York,2020-08-11,92264,15066.0,71645.0,15066.0,52500.0
North Carolina,2020-08-11,25167,15066.0,14241.0,15066.0,13575.0
North Dakota,2020-08-11,5946,15066.0,3816.0,15066.0,2884.0
Ohio,2020-08-11,26319,15066.0,20062.0,15066.0,14280.0
Oklahoma,2020-08-11,8600,15066.0,5559.0,15066.0,4375.0
Oregon,2020-08-11,7226,15066.0,5479.0,15066.0,5370.0
Pennsylvania,2020-08-11,28884,15066.0,24509.0,15066.0,16118.0
Puerto Rico,2020-08-11,760,15066.0,4115.0,15066.0,1097.0
Rhode Island,2020-08-11,3888,15066.0,4132.0,15066.0,3246.0
South Carolina,2020-08-11,9098,15066.0,7208.0,15066.0,6820.0
South Dakota,2020-08-11,1101,15066.0,956.0,15066.0,1082.0
Tennessee,2020-08-11,17234,15066.0,11604.0,15066.0,15728.0
Texas,2020-08-11,48999,15066.0,52936.0,15066.0,45062.0
Utah,2020-08-11,7337,15066.0,5559.0,15066.0,6802.0
Vermont,2020-08-11,1275,15066.0,1549.0,15066.0,1088.0
Virginia,2020-08-11,15278,15066.0,13077.0,15066.0,11673.0
Washington,2020-08-11,10759,15066.0,8807.0,15066.0,7630.0
West Virginia,2020-08-11,4827,15066.0,4262.0,15066.0,2925.0
Wisconsin,2020-08-11,19826,15066.0,13587.0,15066.0,12667.0
Wyoming,2020-08-11,515,15066.0,337.0,15066.0,806.0
Alabama,2020-08-12,16684,17441.0,16379.0,17441.0,9366.0
Alaska,2020-08-12,7788,17441.0,6443.0,17441.0,2776.0
Arizona,2020-08-12,17100,17441.0,13656.0,17441.0,10942.0
Arkansas,2020-08-12,8506,17441.0,7532.0,17441.0,4938.0
California,2020-08-12,123718,17441.0,100623.0,17441.0,72981.0
Colorado,2020-08-12,11215,17441.0,8165.0,17441.0,6110.0
Connecticut,2020-08-12,6752,17441.0,6865.0,17441.0,5861.0
Delaware,2020-08-12,4016,17441.0,2746.0,17441.0,2289.0
District of Columbia,2020-08-12,4924,17441.0,2549.0,17441.0,1803.0
Florida,2020-08-12,95961,17441.0,89060.0,17441.0,52982.0
Georgia,2020-08-12,26626,17441.0,26703.0,17441.0,15518.0
Hawaii,2020-08-12,4891,17441.0,3744.0,17441.0,1398.0
Idaho,2020-08-12,5078,17441.0,4291.0,17441.0,2322.0
Illinois,2020-08-12,45532,17441.0,41642.0,17441.0,23499.0
Indiana,2020-08-12,26122,17441.0,12973.0,17441.0,11483.0
Iowa,2020-08-12,10428,17441.0,8660.0,17441.0,6211.0
Kansas,2020-08-12,7522,17441.0,8050.0,17441.0,4197.0
Kentucky,2020-08-12,14241,17441.0,11823.0,17441.0,5603.0
Louisiana,2020-08-12,27311,17441.0,21967.0,17441.0,13540.0
Maine,2020-08-12,2943,17441.0,3263.0,17441.0,1520.0
Maryland,2020-08-12,33685,17441.0,28259.0,17441.0,13836.0
Massachusetts,2020-08-12,35065,17441.0,26389.0,17441.0,13550.0
Michigan,2020-08-12,37540,17441.0,35280.0,17441.0,19020.0
Minnesota,2020-08-12,12722,17441.0,10205.0,17441.0,11017.0
Mississippi,2020-08-12,3266,17441.0,3632.0,17441.0,3444.0
Missouri,2020-08-12,21562,17441.0,20307.0,17441.0,6940.0
Montana,2020-08-12,2121,17441.0,1798.0,17441.0,1630.0
Nebraska,2020-08-12,3925,17441.0,4358.0,17441.0,3872.0
Nevada,2020-08-12,7529,17441.0,4865.0,17441.0,5414.0
New Hampshire,2020-08-12,4449,17441.0,2602.0,17441.0,2116.0
New Jersey,2020-08-12,31834,17441.0,31992.0,17441.0,16108.0
New Mexico,2020-08-12,6114,17441.0,4788.0,17441.0,5081.0
New York,2020-08-12,82907,17441.0,92264.0,17441.0,52826.0
North Carolina,2020-08-12,27465,17441.0,25167.0,17441.0,13670.0
North Dakota,2020-08-12,5330,17441.0,5946.0,17441.0,2909.0
Ohio,2020-08-12,27759,17441.0,26319.0,17441.0,14378.0
Oklahoma,2020-08-12,10159,17441.0,8600.0,17441.0,4409.0
Oregon,2020-08-12,9246,17441.0,7226.0,17441.0,5385.0
Pennsylvania,2020-08-12,33111,17441.0,28884.0,17441.0,16222.0
Puerto Rico,2020-08-12,606,17441.0,760.0,17441.0,1094.0
Rhode Island,2020-08-12,3989,17441.0,3888.0,17441.0,3251.0
South Carolina,2020-08-12,11578,17441.0,9098.0,17441.0,6839.0
South Dakota,2020-08-12,1348,17441.0,1101.0,17441.0,1082.0
Tennessee,2020-08-12,22375,17441.0,17234.0,17441.0,15740.0
Texas,2020-08-12,48317,17441.0,48999.0,17441.0,45094.0
Utah,2020-08-12,7999,17441.0,7337.0,17441.0,6807.0
Vermont,2020-08-12,2282,17441.0,1275.0,17441.0,1090.0
Virginia,2020-08-12,19221,17441.0,15278.0,17441.0,11702.0
Washington,2020-08-12,14913,17441.0,10759.0,17441.0,7656.0
West Virginia,2020-08-12,5745,17441.0,4827.0,17441.0,2940.0
Wisconsin,2020-08-12,23859,17441.0,19826.0,17441.0,12725.0
Wyoming,2020-08-12,666,17441.0,515.0,17441.0,803.0
Alabama,2020-08-13,25673,19732.0,16684.0,19732.0,9426.0
Alaska,2020-08-13,7445,19732.0,7788.0,19732.0,2816.0
Arizona,2020-08-13,14658,19732.0,17100.0,19732.0,10992.0
Arkansas,2020-08-13,8331,19732.0,8506.0,19732.0,4967.0
California,2020-08-13,123905,19732.0,123718.0,19732.0,73393.0
Colorado,2020-08-13,11584,19732.0,11215.0,19732.0,6152.0
Connecticut,2020-08-13,1928,19732.0,6752.0,19732.0,5868.0
Delaware,2020-08-13,2979,19732.0,4016.0,19732.0,2303.0
District of Columbia,2020-08-13,4490,19732.0,4924.0,19732.0,1829.0
Florida,2020-08-13,85879,19732.0,95961.0,19732.0,53332.0
Georgia,2020-08-13,25607,19732.0,26626.0,19732.0,15609.0
Hawaii,2020-08-13,3840,19732.0,4891.0,19732.0,1427.0
Idaho,2020-08-13,5193,19732.0,5078.0,19732.0,2344.0
Illinois,2020-08-13,39539,19732.0,45532.0,19732.0,23678.0
Indiana,2020-08-13,21555,19732.0,26122.0,19732.0,11602.0
Iowa,2020-08-13,9622,19732.0,10428.0,19732.0,6245.0
Kansas,2020-08-13,9008,19732.0,7522.0,19732.0,4224.0
Kentucky,2020-08-13,10923,19732.0,14241.0,19732.0,5673.0
Louisiana,2020-08-13,23471,19732.0,27311.0,19732.0,13652.0
Maine,2020-08-13,2879,19732.0,2943.0,19732.0,1531.0
Maryland,2020-08-13,30293,19732.0,33685.0,19732.0,13997.0
Massachusetts,2020-08-13,28013,19732.0,35065.0,19732.0,13725.0
Michigan,2020-08-13,36739,19732.0,37540.0,19732.0,19171.0
Minnesota,2020-08-13,19114,19732.0,12722.0,19732.0,11031.0
Mississippi,2020-08-13,4556,19732.0,3266.0,19732.0,3443.0
Missouri,2020-08-13,19552,19732.0,21562.0,19732.0,7059.0
Montana,2020-08-13,2271,19732.0,2121.0,19732.0,1634.0
Nebraska,2020-08-13,5741,19732.0,3925.0,19732.0,3872.0
Nevada,2020-08-13,8269,19732.0,7529.0,19732.0,5431.0
New Hampshire,2020-08-13,3586,19732.0,4449.0,19732.0,2135.0
New Jersey,2020-08-13,31805,19732.0,31834.0,19732.0,16236.0
New Mexico,2020-08-13,6217,19732.0,6114.0,19732.0,5089.0
New York,2020-08-13,89470,19732.0,82907.0,19732.0,53071.0
North Carolina,2020-08-13,26562,19732.0,27465.0,19732.0,13782.0
North Dakota,2020-08-13,5902,19732.0,5330.0,19732.0,2929.0
Ohio,2020-08-13,24801,19732.0,27759.0,19732.0,14487.0
Oklahoma,2020-08-13,10313,19732.0,10159.0,19732.0,4456.0
Oregon,2020-08-13,7652,19732.0,9246.0,19732.0,5416.0
Pennsylvania,2020-08-13,30766,19732.0,33111.0,19732.0,16360.0
Puerto Rico,2020-08-13,1549,19732.0,606.0,19732.0,1091.0
Rhode Island,2020-08-13,3304,19732.0,3989.0,19732.0,3257.0
South Carolina,2020-08-13,10504,19732.0,11578.0,19732.0,6878.0
South Dakota,2020-08-13,1355,19732.0,1348.0,19732.0,1084.0
Tennessee,2020-08-13,16543,19732.0,22375.0,19732.0,15794.0
Texas,2020-08-13,39006,19732.0,48317.0,19732.0,45121.0
Utah,2020-08-13,7633,19732.0,7999.0,19732.0,6817.0
Vermont,2020-08-13,2033,19732.0,2282.0,19732.0,1099.0
Virginia,2020-08-13,19400,19732.0,19221.0,19732.0,11763.0
Washington,2020-08-13,13857,19732.0,14913.0,19732.0,7715.0
West Virginia,2020-08-13,6683,19732.0,5745.0,19732.0,2963.0
Wisconsin,2020-08-13,24243,19732.0,23859.0,19732.0,12816.0
Wyoming,2020-08-13,353,19732.0,666.0,19732.0,802.0
Alabama,2020-08-14,18941,18781.0,25673.0,18781.0,9557.0
Alaska,2020-08-14,6709,18781.0,7445.0,18781.0,2854.0
Arizona,2020-08-14,13950,18781.0,14658.0,18781.0,11022.0
Arkansas,2020-08-14,6595,18781.0,8331.0,18781.0,4994.0
California,2020-08-14,121960,18781.0,123905.0,18781.0,73801.0
Colorado,2020-08-14,12003,18781.0,11584.0,18781.0,6195.0
Connecticut,2020-08-14,1153,18781.0,1928.0,18781.0,5836.0
Delaware,2020-08-14,2813,18781.0,2979.0,18781.0,2309.0
District of Columbia,2020-08-14,3130,18781.0,4490.0,18781.0,1850.0
Florida,2020-08-14,77856,18781.0,85879.0,18781.0,53594.0
Georgia,2020-08-14,27969,18781.0,25607.0,18781.0,15689.0
Hawaii,2020-08-14,4369,18781.0,3840.0,18781.0,1446.0
Idaho,2020-08-14,4455,18781.0,5193.0,18781.0,2367.0
Illinois,2020-08-14,39034,18781.0,39539.0,18781.0,23806.0
Indiana,2020-08-14,22938,18781.0,21555.0,18781.0,11682.0
