State,Date,TestsReported,Shift_Date,SAA_t_1_scalar,SAA_t_1_vector
Michigan,2020-05-24,13624,2020-05-25,7423.0,16101.0
Georgia,2020-05-24,3857,2020-05-25,7423.0,6437.0
New Mexico,2020-05-24,4418,2020-05-25,7423.0,5942.0
New York,2020-05-24,41998,2020-05-25,7423.0,46954.0
Utah,2020-05-24,3039,2020-05-25,7423.0,4292.0
Nebraska,2020-05-24,4699,2020-05-25,7423.0,2939.0
Kentucky,2020-05-24,2503,2020-05-25,7423.0,2088.0
Maine,2020-05-24,868,2020-05-25,7423.0,892.0
Arizona,2020-05-24,4363,2020-05-25,7423.0,5009.0
California,2020-05-24,51144,2020-05-25,7423.0,55033.0
Virginia,2020-05-24,9058,2020-05-25,7423.0,8767.0
Pennsylvania,2020-05-24,10399,2020-05-25,7423.0,11352.0
Arkansas,2020-05-24,2093,2020-05-25,7423.0,1899.0
District of Columbia,2020-05-24,1264,2020-05-25,7423.0,932.0
Maryland,2020-05-24,8448,2020-05-25,7423.0,8281.0
Ohio,2020-05-24,8491,2020-05-25,7423.0,8983.0
Tennessee,2020-05-24,6534,2020-05-25,7423.0,12775.0
Wisconsin,2020-05-24,10521,2020-05-25,7423.0,10246.0
Alaska,2020-05-24,789,2020-05-25,7423.0,795.0
Iowa,2020-05-24,6563,2020-05-25,7423.0,5060.0
South Carolina,2020-05-24,5815,2020-05-25,7423.0,5652.0
Oregon,2020-05-24,3125,2020-05-25,7423.0,3209.0
Hawaii,2020-05-24,0,2020-05-25,7423.0,779.0
Kansas,2020-05-24,2223,2020-05-25,7423.0,3186.0
Idaho,2020-05-24,701,2020-05-25,7423.0,1069.0
Washington,2020-05-24,3633,2020-05-25,7423.0,3736.0
Puerto Rico,2020-05-24,563,2020-05-25,7423.0,757.0
Nevada,2020-05-24,4725,2020-05-25,7423.0,3371.0
North Carolina,2020-05-24,7596,2020-05-25,7423.0,7799.0
New Jersey,2020-05-24,3797,2020-05-25,7423.0,11866.0
Connecticut,2020-05-24,4598,2020-05-25,7423.0,2884.0
Mississippi,2020-05-24,2959,2020-05-25,7423.0,5148.0
Montana,2020-05-24,972,2020-05-25,7423.0,934.0
Delaware,2020-05-24,1892,2020-05-25,7423.0,1103.0
Colorado,2020-05-24,5030,2020-05-25,7423.0,4133.0
North Dakota,2020-05-24,1100,2020-05-25,7423.0,2403.0
Wyoming,2020-05-24,0,2020-05-25,7423.0,0.0
Missouri,2020-05-24,4837,2020-05-25,7423.0,5710.0
Rhode Island,2020-05-24,1619,2020-05-25,7423.0,3115.0
West Virginia,2020-05-24,534,2020-05-25,7423.0,2104.0
Florida,2020-05-24,14409,2020-05-25,7423.0,18863.0
Texas,2020-05-24,31901,2020-05-25,7423.0,19847.0
Oklahoma,2020-05-24,3551,2020-05-25,7423.0,5672.0
Vermont,2020-05-24,880,2020-05-25,7423.0,1173.0
Massachusetts,2020-05-24,7220,2020-05-25,7423.0,4248.0
Louisiana,2020-05-24,5427,2020-05-25,7423.0,6310.0
Alabama,2020-05-24,3915,2020-05-25,7423.0,7632.0
Indiana,2020-05-24,8137,2020-05-25,7423.0,9555.0
New Hampshire,2020-05-24,1410,2020-05-25,7423.0,1972.0
Arkansas,2020-05-25,1976,2020-05-26,6693.0,2093.0
Colorado,2020-05-25,2946,2020-05-26,6693.0,5030.0
Virginia,2020-05-25,6510,2020-05-26,6693.0,9058.0
District of Columbia,2020-05-25,661,2020-05-26,6693.0,1264.0
Louisiana,2020-05-25,5478,2020-05-26,6693.0,5427.0
Wyoming,2020-05-25,0,2020-05-26,6693.0,0.0
Tennessee,2020-05-25,6805,2020-05-26,6693.0,6534.0
Georgia,2020-05-25,3430,2020-05-26,6693.0,3857.0
Vermont,2020-05-25,306,2020-05-26,6693.0,880.0
Iowa,2020-05-25,3086,2020-05-26,6693.0,6563.0
Florida,2020-05-25,16950,2020-05-26,6693.0,14409.0
Indiana,2020-05-25,5108,2020-05-26,6693.0,8137.0
Illinois,2020-05-25,10049,2020-05-26,6693.0,12790.0
Hawaii,2020-05-25,932,2020-05-26,6693.0,0.0
Idaho,2020-05-25,479,2020-05-26,6693.0,701.0
Texas,2020-05-25,42703,2020-05-26,6693.0,31901.0
Utah,2020-05-25,2405,2020-05-26,6693.0,3039.0
South Dakota,2020-05-25,558,2020-05-26,6693.0,1142.0
South Carolina,2020-05-25,5016,2020-05-26,6693.0,5815.0
West Virginia,2020-05-25,1360,2020-05-26,6693.0,534.0
Wisconsin,2020-05-25,9155,2020-05-26,6693.0,10521.0
Connecticut,2020-05-25,4223,2020-05-26,6693.0,4598.0
Kansas,2020-05-25,2302,2020-05-26,6693.0,2223.0
Washington,2020-05-25,2846,2020-05-26,6693.0,3633.0
Delaware,2020-05-25,689,2020-05-26,6693.0,1892.0
California,2020-05-25,49749,2020-05-26,6693.0,51144.0
New Mexico,2020-05-25,3766,2020-05-26,6693.0,4418.0
Montana,2020-05-25,1107,2020-05-26,6693.0,972.0
Oklahoma,2020-05-25,2348,2020-05-26,6693.0,3551.0
Nebraska,2020-05-25,2405,2020-05-26,6693.0,4699.0
Michigan,2020-05-25,10612,2020-05-26,6693.0,13624.0
Puerto Rico,2020-05-25,2340,2020-05-26,6693.0,563.0
Maryland,2020-05-25,6371,2020-05-26,6693.0,8448.0
Maine,2020-05-25,801,2020-05-26,6693.0,868.0
Kentucky,2020-05-25,1407,2020-05-26,6693.0,2503.0
New Hampshire,2020-05-25,2107,2020-05-26,6693.0,1410.0
New Jersey,2020-05-25,3876,2020-05-26,6693.0,3797.0
Rhode Island,2020-05-25,1643,2020-05-26,6693.0,1619.0
North Carolina,2020-05-25,7934,2020-05-26,6693.0,7596.0
Pennsylvania,2020-05-25,10540,2020-05-26,6693.0,10399.0
Arizona,2020-05-25,5873,2020-05-26,6693.0,4363.0
Nevada,2020-05-25,9022,2020-05-26,6693.0,4725.0
Alaska,2020-05-25,835,2020-05-26,6693.0,789.0
Mississippi,2020-05-25,4118,2020-05-26,6693.0,2959.0
Ohio,2020-05-25,7621,2020-05-26,6693.0,8491.0
Alabama,2020-05-25,4817,2020-05-26,6693.0,3915.0
Massachusetts,2020-05-25,8556,2020-05-26,6693.0,7220.0
Missouri,2020-05-25,4321,2020-05-26,6693.0,4837.0
New York,2020-05-25,37292,2020-05-26,6693.0,41998.0
Oregon,2020-05-25,2150,2020-05-26,6693.0,3125.0
Minnesota,2020-05-25,6941,2020-05-26,6693.0,6853.0
North Dakota,2020-05-25,821,2020-05-26,6693.0,1100.0
Utah,2020-05-26,3681,2020-05-27,6449.0,2405.0
Louisiana,2020-05-26,10531,2020-05-27,6449.0,5478.0
Arizona,2020-05-26,8464,2020-05-27,6449.0,5873.0
Illinois,2020-05-26,20127,2020-05-27,6449.0,10049.0
Kentucky,2020-05-26,5366,2020-05-27,6449.0,1407.0
Oregon,2020-05-26,3342,2020-05-27,6449.0,2150.0
Michigan,2020-05-26,11759,2020-05-27,6449.0,10612.0
Connecticut,2020-05-26,5165,2020-05-27,6449.0,4223.0
Maryland,2020-05-26,8980,2020-05-27,6449.0,6371.0
Georgia,2020-05-26,12962,2020-05-27,6449.0,3430.0
Alaska,2020-05-26,1852,2020-05-27,6449.0,835.0
Oklahoma,2020-05-26,3595,2020-05-27,6449.0,2348.0
Florida,2020-05-26,46461,2020-05-27,6449.0,16950.0
Missouri,2020-05-26,5344,2020-05-27,6449.0,4321.0
Arkansas,2020-05-26,1985,2020-05-27,6449.0,1976.0
California,2020-05-26,52900,2020-05-27,6449.0,49749.0
Puerto Rico,2020-05-26,1337,2020-05-27,6449.0,2340.0
Texas,2020-05-26,47403,2020-05-27,6449.0,42703.0
Kansas,2020-05-26,3443,2020-05-27,6449.0,2302.0
Colorado,2020-05-26,3909,2020-05-27,6449.0,2946.0
Massachusetts,2020-05-26,10021,2020-05-27,6449.0,8556.0
North Carolina,2020-05-26,7058,2020-05-27,6449.0,7934.0
Mississippi,2020-05-26,3434,2020-05-27,6449.0,4118.0
New Mexico,2020-05-26,3159,2020-05-27,6449.0,3766.0
Ohio,2020-05-26,8779,2020-05-27,6449.0,7621.0
New Jersey,2020-05-26,9916,2020-05-27,6449.0,3876.0
Nevada,2020-05-26,5433,2020-05-27,6449.0,9022.0
Maine,2020-05-26,1116,2020-05-27,6449.0,801.0
Hawaii,2020-05-26,583,2020-05-27,6449.0,932.0
New York,2020-05-26,54579,2020-05-27,6449.0,37292.0
Tennessee,2020-05-26,7780,2020-05-27,6449.0,6805.0
West Virginia,2020-05-26,1092,2020-05-27,6449.0,1360.0
South Dakota,2020-05-26,897,2020-05-27,6449.0,558.0
Montana,2020-05-26,943,2020-05-27,6449.0,1107.0
New Hampshire,2020-05-26,2452,2020-05-27,6449.0,2107.0
Wyoming,2020-05-26,2781,2020-05-27,6449.0,0.0
North Dakota,2020-05-26,1410,2020-05-27,6449.0,821.0
Indiana,2020-05-26,10684,2020-05-27,6449.0,5108.0
Iowa,2020-05-26,5000,2020-05-27,6449.0,3086.0
Alabama,2020-05-26,5079,2020-05-27,6449.0,4817.0
Virginia,2020-05-26,12235,2020-05-27,6449.0,6510.0
Minnesota,2020-05-26,9022,2020-05-27,6449.0,6941.0
Wisconsin,2020-05-26,11823,2020-05-27,6449.0,9155.0
Delaware,2020-05-26,1250,2020-05-27,6449.0,689.0
District of Columbia,2020-05-26,799,2020-05-27,6449.0,661.0
Nebraska,2020-05-26,2255,2020-05-27,6449.0,2405.0
Vermont,2020-05-26,897,2020-05-27,6449.0,306.0
Rhode Island,2020-05-26,3668,2020-05-27,6449.0,1643.0
Washington,2020-05-26,4008,2020-05-27,6449.0,2846.0
Idaho,2020-05-26,903,2020-05-27,6449.0,479.0
Pennsylvania,2020-05-26,10399,2020-05-27,6449.0,10540.0
South Carolina,2020-05-26,4621,2020-05-27,6449.0,5016.0
Virginia,2020-05-27,13614,2020-05-28,8898.0,12235.0
Tennessee,2020-05-27,11090,2020-05-28,8898.0,7780.0
Indiana,2020-05-27,7211,2020-05-28,8898.0,10684.0
New Mexico,2020-05-27,5109,2020-05-28,8898.0,3159.0
Vermont,2020-05-27,1295,2020-05-28,8898.0,897.0
District of Columbia,2020-05-27,997,2020-05-28,8898.0,799.0
Nebraska,2020-05-27,4655,2020-05-28,8898.0,2255.0
Rhode Island,2020-05-27,3239,2020-05-28,8898.0,3668.0
Wyoming,2020-05-27,570,2020-05-28,8898.0,2781.0
Montana,2020-05-27,1393,2020-05-28,8898.0,943.0
New York,2020-05-27,75990,2020-05-28,8898.0,54579.0
New Jersey,2020-05-27,14400,2020-05-28,8898.0,9916.0
Maine,2020-05-27,1566,2020-05-28,8898.0,1116.0
Georgia,2020-05-27,11531,2020-05-28,8898.0,12962.0
Kansas,2020-05-27,3525,2020-05-28,8898.0,3443.0
Colorado,2020-05-27,5656,2020-05-28,8898.0,3909.0
California,2020-05-27,52476,2020-05-28,8898.0,52900.0
Washington,2020-05-27,23981,2020-05-28,8898.0,4008.0
Alabama,2020-05-27,7966,2020-05-28,8898.0,5079.0
South Carolina,2020-05-27,3602,2020-05-28,8898.0,4621.0
Florida,2020-05-27,41842,2020-05-28,8898.0,46461.0
Nevada,2020-05-27,3433,2020-05-28,8898.0,5433.0
Idaho,2020-05-27,1135,2020-05-28,8898.0,903.0
Hawaii,2020-05-27,850,2020-05-28,8898.0,583.0
North Dakota,2020-05-27,3598,2020-05-28,8898.0,1410.0
Wisconsin,2020-05-27,10996,2020-05-28,8898.0,11823.0
Texas,2020-05-27,51000,2020-05-28,8898.0,47403.0
Delaware,2020-05-27,2673,2020-05-28,8898.0,1250.0
West Virginia,2020-05-27,1859,2020-05-28,8898.0,1092.0
Massachusetts,2020-05-27,12972,2020-05-28,8898.0,10021.0
Pennsylvania,2020-05-27,13166,2020-05-28,8898.0,10399.0
Ohio,2020-05-27,12093,2020-05-28,8898.0,8779.0
Kentucky,2020-05-27,4284,2020-05-28,8898.0,5366.0
Connecticut,2020-05-27,4029,2020-05-28,8898.0,5165.0
South Dakota,2020-05-27,1672,2020-05-28,8898.0,897.0
New Hampshire,2020-05-27,1841,2020-05-28,8898.0,2452.0
Iowa,2020-05-27,5009,2020-05-28,8898.0,5000.0
Minnesota,2020-05-27,10503,2020-05-28,8898.0,9022.0
Oregon,2020-05-27,4526,2020-05-28,8898.0,3342.0
North Carolina,2020-05-27,12382,2020-05-28,8898.0,7058.0
Illinois,2020-05-27,20218,2020-05-28,8898.0,20127.0
Michigan,2020-05-27,23231,2020-05-28,8898.0,11759.0
Puerto Rico,2020-05-27,419,2020-05-28,8898.0,1337.0
Alaska,2020-05-27,2015,2020-05-28,8898.0,1852.0
Maryland,2020-05-27,13517,2020-05-28,8898.0,8980.0
Mississippi,2020-05-27,3913,2020-05-28,8898.0,3434.0
Arkansas,2020-05-27,3047,2020-05-28,8898.0,1985.0
Missouri,2020-05-27,8172,2020-05-28,8898.0,5344.0
Oklahoma,2020-05-27,4830,2020-05-28,8898.0,3595.0
Arizona,2020-05-27,7371,2020-05-28,8898.0,8464.0
Utah,2020-05-27,4904,2020-05-28,8898.0,3681.0
Louisiana,2020-05-27,10316,2020-05-28,8898.0,10531.0
West Virginia,2020-05-28,3428,2020-05-29,10609.0,1859.0
Mississippi,2020-05-28,5212,2020-05-29,10609.0,3913.0
New Hampshire,2020-05-28,2686,2020-05-29,10609.0,1841.0
New Mexico,2020-05-28,6288,2020-05-29,10609.0,5109.0
Georgia,2020-05-28,10081,2020-05-29,10609.0,11531.0
Hawaii,2020-05-28,975,2020-05-29,10609.0,850.0
Pennsylvania,2020-05-28,13718,2020-05-29,10609.0,13166.0
Wyoming,2020-05-28,613,2020-05-29,10609.0,570.0
Tennessee,2020-05-28,10239,2020-05-29,10609.0,11090.0
South Dakota,2020-05-28,2308,2020-05-29,10609.0,1672.0
Virginia,2020-05-28,15447,2020-05-29,10609.0,13614.0
District of Columbia,2020-05-28,1416,2020-05-29,10609.0,997.0
Ohio,2020-05-28,11775,2020-05-29,10609.0,12093.0
Massachusetts,2020-05-28,12845,2020-05-29,10609.0,12972.0
Maine,2020-05-28,1453,2020-05-29,10609.0,1566.0
Oregon,2020-05-28,4045,2020-05-29,10609.0,4526.0
Vermont,2020-05-28,34,2020-05-29,10609.0,1295.0
Connecticut,2020-05-28,3064,2020-05-29,10609.0,4029.0
Colorado,2020-05-28,6819,2020-05-29,10609.0,5656.0
Indiana,2020-05-28,9253,2020-05-29,10609.0,7211.0
Montana,2020-05-28,1450,2020-05-29,10609.0,1393.0
Alabama,2020-05-28,8129,2020-05-29,10609.0,7966.0
Kentucky,2020-05-28,6084,2020-05-29,10609.0,4284.0
Florida,2020-05-28,39363,2020-05-29,10609.0,41842.0
Kansas,2020-05-28,5267,2020-05-29,10609.0,3525.0
Idaho,2020-05-28,1405,2020-05-29,10609.0,1135.0
North Dakota,2020-05-28,3265,2020-05-29,10609.0,3598.0
Delaware,2020-05-28,2229,2020-05-29,10609.0,2673.0
Utah,2020-05-28,4280,2020-05-29,10609.0,4904.0
Oklahoma,2020-05-28,4758,2020-05-29,10609.0,4830.0
New York,2020-05-28,65207,2020-05-29,10609.0,75990.0
Texas,2020-05-28,31006,2020-05-29,10609.0,51000.0
South Carolina,2020-05-28,4990,2020-05-29,10609.0,3602.0
Maryland,2020-05-28,15198,2020-05-29,10609.0,13517.0
Missouri,2020-05-28,9134,2020-05-29,10609.0,8172.0
Illinois,2020-05-28,21782,2020-05-29,10609.0,20218.0
Nevada,2020-05-28,4799,2020-05-29,10609.0,3433.0
North Carolina,2020-05-28,11848,2020-05-29,10609.0,12382.0
Rhode Island,2020-05-28,5251,2020-05-29,10609.0,3239.0
Minnesota,2020-05-28,9100,2020-05-29,10609.0,10503.0
Alaska,2020-05-28,1568,2020-05-29,10609.0,2015.0
California,2020-05-28,64002,2020-05-29,10609.0,52476.0
New Jersey,2020-05-28,21449,2020-05-29,10609.0,14400.0
Arizona,2020-05-28,8921,2020-05-29,10609.0,7371.0
Washington,2020-05-28,4851,2020-05-29,10609.0,23981.0
Michigan,2020-05-28,20326,2020-05-29,10609.0,23231.0
Arkansas,2020-05-28,2060,2020-05-29,10609.0,3047.0
Iowa,2020-05-28,5961,2020-05-29,10609.0,5009.0
Puerto Rico,2020-05-28,878,2020-05-29,10609.0,419.0
Nebraska,2020-05-28,3528,2020-05-29,10609.0,4655.0
Wisconsin,2020-05-28,12117,2020-05-29,10609.0,10996.0
Louisiana,2020-05-28,11884,2020-05-29,10609.0,10316.0
New York,2020-05-29,70493,2020-05-30,10265.0,65207.0
New Jersey,2020-05-29,23825,2020-05-30,10265.0,21449.0
Pennsylvania,2020-05-29,13713,2020-05-30,10265.0,13718.0
Hawaii,2020-05-29,780,2020-05-30,10265.0,975.0
Massachusetts,2020-05-29,12023,2020-05-30,10265.0,12845.0
West Virginia,2020-05-29,2624,2020-05-30,10265.0,3428.0
Missouri,2020-05-29,9319,2020-05-30,10265.0,9134.0
Texas,2020-05-29,31223,2020-05-30,10265.0,31006.0
New Hampshire,2020-05-29,2159,2020-05-30,10265.0,2686.0
Vermont,2020-05-29,1218,2020-05-30,10265.0,34.0
California,2020-05-29,67777,2020-05-30,10265.0,64002.0
Ohio,2020-05-29,12265,2020-05-30,10265.0,11775.0
Oregon,2020-05-29,3917,2020-05-30,10265.0,4045.0
South Carolina,2020-05-29,5717,2020-05-30,10265.0,4990.0
Tennessee,2020-05-29,7217,2020-05-30,10265.0,10239.0
Arizona,2020-05-29,10922,2020-05-30,10265.0,8921.0
Colorado,2020-05-29,5325,2020-05-30,10265.0,6819.0
Illinois,2020-05-29,24963,2020-05-30,10265.0,21782.0
District of Columbia,2020-05-29,763,2020-05-30,10265.0,1416.0
Connecticut,2020-05-29,2560,2020-05-30,10265.0,3064.0
Virginia,2020-05-29,13977,2020-05-30,10265.0,15447.0
Rhode Island,2020-05-29,4645,2020-05-30,10265.0,5251.0
Idaho,2020-05-29,1232,2020-05-30,10265.0,1405.0
Alabama,2020-05-29,8311,2020-05-30,10265.0,8129.0
Indiana,2020-05-29,11619,2020-05-30,10265.0,9253.0
Michigan,2020-05-29,21110,2020-05-30,10265.0,20326.0
Nevada,2020-05-29,4553,2020-05-30,10265.0,4799.0
North Carolina,2020-05-29,11320,2020-05-30,10265.0,11848.0
Montana,2020-05-29,1654,2020-05-30,10265.0,1450.0
Washington,2020-05-29,5550,2020-05-30,10265.0,4851.0
Oklahoma,2020-05-29,4867,2020-05-30,10265.0,4758.0
Wyoming,2020-05-29,0,2020-05-30,10265.0,613.0
Kansas,2020-05-29,4055,2020-05-30,10265.0,5267.0
Mississippi,2020-05-29,4025,2020-05-30,10265.0,5212.0
Florida,2020-05-29,40570,2020-05-30,10265.0,39363.0
Nebraska,2020-05-29,6034,2020-05-30,10265.0,3528.0
New Mexico,2020-05-29,6923,2020-05-30,10265.0,6288.0
Minnesota,2020-05-29,10560,2020-05-30,10265.0,9100.0
Delaware,2020-05-29,1737,2020-05-30,10265.0,2229.0
Utah,2020-05-29,5390,2020-05-30,10265.0,4280.0
Wisconsin,2020-05-29,13046,2020-05-30,10265.0,12117.0
Kentucky,2020-05-29,5205,2020-05-30,10265.0,6084.0
Maryland,2020-05-29,13730,2020-05-30,10265.0,15198.0
Iowa,2020-05-29,5158,2020-05-30,10265.0,5961.0
South Dakota,2020-05-29,2060,2020-05-30,10265.0,2308.0
North Dakota,2020-05-29,2892,2020-05-30,10265.0,3265.0
Puerto Rico,2020-05-29,656,2020-05-30,10265.0,878.0
Alaska,2020-05-29,1733,2020-05-30,10265.0,1568.0
Louisiana,2020-05-29,12042,2020-05-30,10265.0,11884.0
Georgia,2020-05-29,7086,2020-05-30,10265.0,10081.0
Arkansas,2020-05-29,3649,2020-05-30,10265.0,2060.0
Maine,2020-05-29,1764,2020-05-30,10265.0,1453.0
Washington,2020-05-30,5097,2020-05-31,10499.0,5550.0
Hawaii,2020-05-30,736,2020-05-31,10499.0,780.0
Pennsylvania,2020-05-30,12526,2020-05-31,10499.0,13713.0
Texas,2020-05-30,41330,2020-05-31,10499.0,31223.0
North Carolina,2020-05-30,12844,2020-05-31,10499.0,11320.0
Iowa,2020-05-30,6904,2020-05-31,10499.0,5158.0
Utah,2020-05-30,5257,2020-05-31,10499.0,5390.0
Massachusetts,2020-05-30,14347,2020-05-31,10499.0,12023.0
West Virginia,2020-05-30,1741,2020-05-31,10499.0,2624.0
Kentucky,2020-05-30,2045,2020-05-31,10499.0,5205.0
District of Columbia,2020-05-30,959,2020-05-31,10499.0,763.0
Delaware,2020-05-30,893,2020-05-31,10499.0,1737.0
Kansas,2020-05-30,4225,2020-05-31,10499.0,4055.0
South Dakota,2020-05-30,2173,2020-05-31,10499.0,2060.0
Wisconsin,2020-05-30,12444,2020-05-31,10499.0,13046.0
Idaho,2020-05-30,1355,2020-05-31,10499.0,1232.0
Michigan,2020-05-30,17141,2020-05-31,10499.0,21110.0
Oregon,2020-05-30,3711,2020-05-31,10499.0,3917.0
New Jersey,2020-05-30,11070,2020-05-31,10499.0,23825.0
Alabama,2020-05-30,8202,2020-05-31,10499.0,8311.0
Connecticut,2020-05-30,2049,2020-05-31,10499.0,2560.0
Arizona,2020-05-30,8970,2020-05-31,10499.0,10922.0
Puerto Rico,2020-05-30,297,2020-05-31,10499.0,656.0
Arkansas,2020-05-30,4343,2020-05-31,10499.0,3649.0
Nebraska,2020-05-30,4643,2020-05-31,10499.0,6034.0
Illinois,2020-05-30,17509,2020-05-31,10499.0,24963.0
Florida,2020-05-30,18540,2020-05-31,10499.0,40570.0
New Hampshire,2020-05-30,2741,2020-05-31,10499.0,2159.0
Rhode Island,2020-05-30,4593,2020-05-31,10499.0,4645.0
Alaska,2020-05-30,1355,2020-05-31,10499.0,1733.0
Louisiana,2020-05-30,6833,2020-05-31,10499.0,12042.0
Wyoming,2020-05-30,0,2020-05-31,10499.0,0.0
Montana,2020-05-30,1026,2020-05-31,10499.0,1654.0
Virginia,2020-05-30,11923,2020-05-31,10499.0,13977.0
Maine,2020-05-30,749,2020-05-31,10499.0,1764.0
Oklahoma,2020-05-30,4402,2020-05-31,10499.0,4867.0
Mississippi,2020-05-30,5064,2020-05-31,10499.0,4025.0
Vermont,2020-05-30,1763,2020-05-31,10499.0,1218.0
Minnesota,2020-05-30,7477,2020-05-31,10499.0,10560.0
New York,2020-05-30,58999,2020-05-31,10499.0,70493.0
Indiana,2020-05-30,7679,2020-05-31,10499.0,11619.0
Colorado,2020-05-30,5240,2020-05-31,10499.0,5325.0
Maryland,2020-05-30,12005,2020-05-31,10499.0,13730.0
California,2020-05-30,56381,2020-05-31,10499.0,67777.0
New Mexico,2020-05-30,5542,2020-05-31,10499.0,6923.0
South Carolina,2020-05-30,6206,2020-05-31,10499.0,5717.0
North Dakota,2020-05-30,1906,2020-05-31,10499.0,2892.0
Ohio,2020-05-30,11120,2020-05-31,10499.0,12265.0
Missouri,2020-05-30,2644,2020-05-31,10499.0,9319.0
Georgia,2020-05-30,2348,2020-05-31,10499.0,7086.0
Tennessee,2020-05-30,8399,2020-05-31,10499.0,7217.0
Nevada,2020-05-30,4511,2020-05-31,10499.0,4553.0
Iowa,2020-05-31,7104,2020-06-01,8697.0,6904.0
Maryland,2020-05-31,10315,2020-06-01,8697.0,12005.0
New York,2020-05-31,54871,2020-06-01,8697.0,58999.0
California,2020-05-31,55296,2020-06-01,8697.0,56381.0
Virginia,2020-05-31,8849,2020-06-01,8697.0,11923.0
Puerto Rico,2020-05-31,373,2020-06-01,8697.0,297.0
New Jersey,2020-05-31,9047,2020-06-01,8697.0,11070.0
New Mexico,2020-05-31,3932,2020-06-01,8697.0,5542.0
South Dakota,2020-05-31,2285,2020-06-01,8697.0,2173.0
Kansas,2020-05-31,2585,2020-06-01,8697.0,4225.0
Idaho,2020-05-31,904,2020-06-01,8697.0,1355.0
Delaware,2020-05-31,479,2020-06-01,8697.0,893.0
Montana,2020-05-31,1213,2020-06-01,8697.0,1026.0
Alaska,2020-05-31,1223,2020-06-01,8697.0,1355.0
Washington,2020-05-31,4826,2020-06-01,8697.0,5097.0
West Virginia,2020-05-31,716,2020-06-01,8697.0,1741.0
Massachusetts,2020-05-31,8608,2020-06-01,8697.0,14347.0
Nevada,2020-05-31,4621,2020-06-01,8697.0,4511.0
Alabama,2020-05-31,4521,2020-06-01,8697.0,8202.0
Wisconsin,2020-05-31,12449,2020-06-01,8697.0,12444.0
Oregon,2020-05-31,3703,2020-06-01,8697.0,3711.0
Maine,2020-05-31,905,2020-06-01,8697.0,749.0
North Dakota,2020-05-31,1101,2020-06-01,8697.0,1906.0
Minnesota,2020-05-31,7590,2020-06-01,8697.0,7477.0
Louisiana,2020-05-31,5702,2020-06-01,8697.0,6833.0
Georgia,2020-05-31,1883,2020-06-01,8697.0,2348.0
New Hampshire,2020-05-31,1382,2020-06-01,8697.0,2741.0
Indiana,2020-05-31,6278,2020-06-01,8697.0,7679.0
Connecticut,2020-05-31,1580,2020-06-01,8697.0,2049.0
Hawaii,2020-05-31,573,2020-06-01,8697.0,736.0
Kentucky,2020-05-31,3294,2020-06-01,8697.0,2045.0
Rhode Island,2020-05-31,2594,2020-06-01,8697.0,4593.0
Missouri,2020-05-31,449,2020-06-01,8697.0,2644.0
Texas,2020-05-31,30134,2020-06-01,8697.0,41330.0
Ohio,2020-05-31,8828,2020-06-01,8697.0,11120.0
Illinois,2020-05-31,12185,2020-06-01,8697.0,17509.0
Oklahoma,2020-05-31,4041,2020-06-01,8697.0,4402.0
Michigan,2020-05-31,13475,2020-06-01,8697.0,17141.0
Mississippi,2020-05-31,3520,2020-06-01,8697.0,5064.0
Tennessee,2020-05-31,6439,2020-06-01,8697.0,8399.0
District of Columbia,2020-05-31,642,2020-06-01,8697.0,959.0
Arizona,2020-05-31,8579,2020-06-01,8697.0,8970.0
North Carolina,2020-05-31,7793,2020-06-01,8697.0,12844.0
Colorado,2020-05-31,4347,2020-06-01,8697.0,5240.0
Nebraska,2020-05-31,2930,2020-06-01,8697.0,4643.0
Florida,2020-05-31,14198,2020-06-01,8697.0,18540.0
Pennsylvania,2020-05-31,12323,2020-06-01,8697.0,12526.0
South Carolina,2020-05-31,4322,2020-06-01,8697.0,6206.0
Wyoming,2020-05-31,0,2020-06-01,8697.0,0.0
Utah,2020-05-31,3966,2020-06-01,8697.0,5257.0
Vermont,2020-05-31,1059,2020-06-01,8697.0,1763.0
Arkansas,2020-05-31,4235,2020-06-01,8697.0,4343.0
Montana,2020-06-01,1061,2020-06-02,7197.0,1213.0
New York,2020-06-01,59164,2020-06-02,7197.0,54871.0
Utah,2020-06-01,5241,2020-06-02,7197.0,3966.0
Rhode Island,2020-06-01,2980,2020-06-02,7197.0,2594.0
Nevada,2020-06-01,5903,2020-06-02,7197.0,4621.0
North Carolina,2020-06-01,9103,2020-06-02,7197.0,7793.0
Washington,2020-06-01,3893,2020-06-02,7197.0,4826.0
Georgia,2020-06-01,2400,2020-06-02,7197.0,1883.0
New Hampshire,2020-06-01,1514,2020-06-02,7197.0,1382.0
Nebraska,2020-06-01,4400,2020-06-02,7197.0,2930.0
Kansas,2020-06-01,3432,2020-06-02,7197.0,2585.0
Arkansas,2020-06-01,2591,2020-06-02,7197.0,4235.0
Michigan,2020-06-01,12090,2020-06-02,7197.0,13475.0
Texas,2020-06-01,36375,2020-06-02,7197.0,30134.0
Minnesota,2020-06-01,6485,2020-06-02,7197.0,7590.0
Iowa,2020-06-01,4681,2020-06-02,7197.0,7104.0
Florida,2020-06-01,36095,2020-06-02,7197.0,14198.0
South Carolina,2020-06-01,3731,2020-06-02,7197.0,4322.0
South Dakota,2020-06-01,2162,2020-06-02,7197.0,2285.0
Pennsylvania,2020-06-01,11735,2020-06-02,7197.0,12323.0
