State,Date,TestsReported,Shift_Date,SAA_t_1_scalar,SAA_t_1_vector
North Dakota,2020-04-13,281,2020-04-14,2151.0,218.0
Maine,2020-04-13,503,2020-04-14,2151.0,349.0
New Hampshire,2020-04-13,181,2020-04-14,2151.0,404.0
West Virginia,2020-04-13,335,2020-04-14,2151.0,607.0
Texas,2020-04-13,5024,2020-04-14,2151.0,8881.0
Iowa,2020-04-13,54,2020-04-14,2151.0,57.0
Rhode Island,2020-04-13,467,2020-04-14,2151.0,1059.0
New Jersey,2020-04-13,502,2020-04-14,2151.0,222.0
Oregon,2020-04-13,1540,2020-04-14,2151.0,1464.0
South Dakota,2020-04-13,0,2020-04-14,2151.0,0.0
Kentucky,2020-04-13,532,2020-04-14,2151.0,721.0
Maryland,2020-04-13,2326,2020-04-14,2151.0,3015.0
Georgia,2020-04-13,4603,2020-04-14,2151.0,1131.0
Mississippi,2020-04-13,1289,2020-04-14,2151.0,1486.0
Illinois,2020-04-13,5728,2020-04-14,2151.0,3198.0
Arkansas,2020-04-13,293,2020-04-14,2151.0,625.0
Vermont,2020-04-13,398,2020-04-14,2151.0,471.0
District of Columbia,2020-04-13,391,2020-04-14,2151.0,547.0
Alabama,2020-04-13,2626,2020-04-14,2151.0,2165.0
Virginia,2020-04-13,1439,2020-04-14,2151.0,2330.0
Tennessee,2020-04-13,2207,2020-04-14,2151.0,3390.0
Washington,2020-04-13,2255,2020-04-14,2151.0,3961.0
North Carolina,2020-04-13,1278,2020-04-14,2151.0,1190.0
Wyoming,2020-04-13,347,2020-04-14,2151.0,0.0
Arizona,2020-04-13,947,2020-04-14,2151.0,1119.0
Delaware,2020-04-13,767,2020-04-14,2151.0,496.0
Puerto Rico,2020-04-13,178,2020-04-14,2151.0,104.0
Connecticut,2020-04-13,1680,2020-04-14,2151.0,2703.0
Alaska,2020-04-13,399,2020-04-14,2151.0,262.0
Idaho,2020-04-13,838,2020-04-14,2151.0,913.0
Massachusetts,2020-04-13,5881,2020-04-14,2151.0,7221.0
Nevada,2020-04-13,788,2020-04-14,2151.0,1344.0
Wisconsin,2020-04-13,1341,2020-04-14,2151.0,1221.0
Utah,2020-04-13,3521,2020-04-14,2151.0,1714.0
Nebraska,2020-04-13,520,2020-04-14,2151.0,693.0
New York,2020-04-13,16270,2020-04-14,2151.0,18477.0
Missouri,2020-04-13,1465,2020-04-14,2151.0,1193.0
Ohio,2020-04-13,2507,2020-04-14,2151.0,2241.0
Indiana,2020-04-13,2380,2020-04-14,2151.0,2790.0
Minnesota,2020-04-13,85,2020-04-14,2151.0,28.0
Kansas,2020-04-13,516,2020-04-14,2151.0,615.0
Louisiana,2020-04-13,4748,2020-04-14,2151.0,1914.0
Hawaii,2020-04-13,429,2020-04-14,2151.0,776.0
Pennsylvania,2020-04-13,3386,2020-04-14,2151.0,5495.0
California,2020-04-13,9150,2020-04-14,2151.0,10816.0
South Carolina,2020-04-13,733,2020-04-14,2151.0,808.0
New Mexico,2020-04-13,853,2020-04-14,2151.0,1921.0
Montana,2020-04-13,314,2020-04-14,2151.0,432.0
Oklahoma,2020-04-13,842,2020-04-14,2151.0,1176.0
Colorado,2020-04-13,50,2020-04-14,2151.0,10.0
Florida,2020-04-13,14472,2020-04-14,2151.0,4518.0
Michigan,2020-04-13,4377,2020-04-14,2151.0,3381.0
Nevada,2020-04-14,742,2020-04-15,2193.0,788.0
Delaware,2020-04-14,720,2020-04-15,2193.0,767.0
Arkansas,2020-04-14,780,2020-04-15,2193.0,293.0
Vermont,2020-04-14,446,2020-04-15,2193.0,398.0
Maryland,2020-04-14,3961,2020-04-15,2193.0,2326.0
North Dakota,2020-04-14,520,2020-04-15,2193.0,281.0
Washington,2020-04-14,4186,2020-04-15,2193.0,2255.0
New Jersey,2020-04-14,499,2020-04-15,2193.0,502.0
Rhode Island,2020-04-14,1664,2020-04-15,2193.0,467.0
Texas,2020-04-14,4379,2020-04-15,2193.0,5024.0
Arizona,2020-04-14,2575,2020-04-15,2193.0,947.0
Indiana,2020-04-14,5328,2020-04-15,2193.0,2380.0
Puerto Rico,2020-04-14,161,2020-04-15,2193.0,178.0
Georgia,2020-04-14,5491,2020-04-15,2193.0,4603.0
West Virginia,2020-04-14,868,2020-04-15,2193.0,335.0
Ohio,2020-04-14,3614,2020-04-15,2193.0,2507.0
Louisiana,2020-04-14,5146,2020-04-15,2193.0,4748.0
California,2020-04-14,21999,2020-04-15,2193.0,9150.0
New Hampshire,2020-04-14,337,2020-04-15,2193.0,181.0
New Mexico,2020-04-14,591,2020-04-15,2193.0,853.0
Nebraska,2020-04-14,1152,2020-04-15,2193.0,520.0
South Carolina,2020-04-14,1456,2020-04-15,2193.0,733.0
Massachusetts,2020-04-14,7056,2020-04-15,2193.0,5881.0
Alabama,2020-04-14,2942,2020-04-15,2193.0,2626.0
Michigan,2020-04-14,6097,2020-04-15,2193.0,4377.0
Hawaii,2020-04-14,903,2020-04-15,2193.0,429.0
Mississippi,2020-04-14,2404,2020-04-15,2193.0,1289.0
Pennsylvania,2020-04-14,6044,2020-04-15,2193.0,3386.0
South Dakota,2020-04-14,0,2020-04-15,2193.0,0.0
Florida,2020-04-14,14621,2020-04-15,2193.0,14472.0
Montana,2020-04-14,730,2020-04-15,2193.0,314.0
Minnesota,2020-04-14,56,2020-04-15,2193.0,85.0
Kansas,2020-04-14,1091,2020-04-15,2193.0,516.0
Iowa,2020-04-14,83,2020-04-15,2193.0,54.0
Colorado,2020-04-14,91,2020-04-15,2193.0,50.0
Virginia,2020-04-14,1931,2020-04-15,2193.0,1439.0
Alaska,2020-04-14,398,2020-04-15,2193.0,399.0
Kentucky,2020-04-14,631,2020-04-15,2193.0,532.0
Utah,2020-04-14,6461,2020-04-15,2193.0,3521.0
Oklahoma,2020-04-14,895,2020-04-15,2193.0,842.0
New York,2020-04-14,19713,2020-04-15,2193.0,16270.0
Illinois,2020-04-14,6575,2020-04-15,2193.0,5728.0
District of Columbia,2020-04-14,479,2020-04-15,2193.0,391.0
Missouri,2020-04-14,2374,2020-04-15,2193.0,1465.0
North Carolina,2020-04-14,2568,2020-04-15,2193.0,1278.0
Connecticut,2020-04-14,1995,2020-04-15,2193.0,1680.0
Oregon,2020-04-14,1928,2020-04-15,2193.0,1540.0
Idaho,2020-04-14,916,2020-04-15,2193.0,838.0
Tennessee,2020-04-14,4492,2020-04-15,2193.0,2207.0
Wisconsin,2020-04-14,1790,2020-04-15,2193.0,1341.0
Maine,2020-04-14,632,2020-04-15,2193.0,503.0
Wyoming,2020-04-14,0,2020-04-15,2193.0,347.0
Nevada,2020-04-15,938,2020-04-16,3125.0,742.0
Kansas,2020-04-15,1110,2020-04-16,3125.0,1091.0
Illinois,2020-04-15,6578,2020-04-16,3125.0,6575.0
Arkansas,2020-04-15,758,2020-04-16,3125.0,780.0
Idaho,2020-04-15,1308,2020-04-16,3125.0,916.0
Montana,2020-04-15,768,2020-04-16,3125.0,730.0
Iowa,2020-04-15,107,2020-04-16,3125.0,83.0
West Virginia,2020-04-15,916,2020-04-16,3125.0,868.0
Utah,2020-04-15,6288,2020-04-16,3125.0,6461.0
Ohio,2020-04-15,3988,2020-04-16,3125.0,3614.0
Arizona,2020-04-15,2118,2020-04-16,3125.0,2575.0
Missouri,2020-04-15,2548,2020-04-16,3125.0,2374.0
North Carolina,2020-04-15,2776,2020-04-16,3125.0,2568.0
Alaska,2020-04-15,551,2020-04-16,3125.0,398.0
New York,2020-04-15,21052,2020-04-16,3125.0,19713.0
Texas,2020-04-15,6904,2020-04-16,3125.0,4379.0
South Dakota,2020-04-15,0,2020-04-16,3125.0,0.0
North Dakota,2020-04-15,676,2020-04-16,3125.0,520.0
California,2020-04-15,13958,2020-04-16,3125.0,21999.0
New Jersey,2020-04-15,561,2020-04-16,3125.0,499.0
Delaware,2020-04-15,979,2020-04-16,3125.0,720.0
Washington,2020-04-15,3709,2020-04-16,3125.0,4186.0
Tennessee,2020-04-15,4855,2020-04-16,3125.0,4492.0
Connecticut,2020-04-15,2717,2020-04-16,3125.0,1995.0
District of Columbia,2020-04-15,583,2020-04-16,3125.0,479.0
Oregon,2020-04-15,1973,2020-04-16,3125.0,1928.0
Wyoming,2020-04-15,15,2020-04-16,3125.0,0.0
Oklahoma,2020-04-15,1529,2020-04-16,3125.0,895.0
Mississippi,2020-04-15,1400,2020-04-16,3125.0,2404.0
Alabama,2020-04-15,3289,2020-04-16,3125.0,2942.0
South Carolina,2020-04-15,1351,2020-04-16,3125.0,1456.0
Kentucky,2020-04-15,1130,2020-04-16,3125.0,631.0
Rhode Island,2020-04-15,1946,2020-04-16,3125.0,1664.0
Colorado,2020-04-15,115,2020-04-16,3125.0,91.0
Vermont,2020-04-15,507,2020-04-16,3125.0,446.0
Michigan,2020-04-15,5247,2020-04-16,3125.0,6097.0
Virginia,2020-04-15,2994,2020-04-16,3125.0,1931.0
Hawaii,2020-04-15,1247,2020-04-16,3125.0,903.0
Pennsylvania,2020-04-15,7858,2020-04-16,3125.0,6044.0
Puerto Rico,2020-04-15,154,2020-04-16,3125.0,161.0
Indiana,2020-04-15,6029,2020-04-16,3125.0,5328.0
Georgia,2020-04-15,5375,2020-04-16,3125.0,5491.0
Nebraska,2020-04-15,1843,2020-04-16,3125.0,1152.0
Maine,2020-04-15,705,2020-04-16,3125.0,632.0
Minnesota,2020-04-15,41,2020-04-16,3125.0,56.0
Louisiana,2020-04-15,5415,2020-04-16,3125.0,5146.0
Florida,2020-04-15,16843,2020-04-16,3125.0,14621.0
New Hampshire,2020-04-15,472,2020-04-16,3125.0,337.0
Maryland,2020-04-15,3691,2020-04-16,3125.0,3961.0
Massachusetts,2020-04-15,11217,2020-04-16,3125.0,7056.0
New Mexico,2020-04-15,1455,2020-04-16,3125.0,591.0
Wisconsin,2020-04-15,1845,2020-04-16,3125.0,1790.0
Virginia,2020-04-16,3375,2020-04-17,3316.0,2994.0
Alaska,2020-04-16,499,2020-04-17,3316.0,551.0
North Carolina,2020-04-16,2854,2020-04-17,3316.0,2776.0
Utah,2020-04-16,8300,2020-04-17,3316.0,6288.0
Ohio,2020-04-16,3893,2020-04-17,3316.0,3988.0
Pennsylvania,2020-04-16,7987,2020-04-17,3316.0,7858.0
Hawaii,2020-04-16,833,2020-04-17,3316.0,1247.0
Missouri,2020-04-16,2386,2020-04-17,3316.0,2548.0
South Carolina,2020-04-16,1569,2020-04-17,3316.0,1351.0
Iowa,2020-04-16,96,2020-04-17,3316.0,107.0
Oklahoma,2020-04-16,1587,2020-04-17,3316.0,1529.0
Colorado,2020-04-16,121,2020-04-17,3316.0,115.0
Montana,2020-04-16,637,2020-04-17,3316.0,768.0
Connecticut,2020-04-16,3878,2020-04-17,3316.0,2717.0
Florida,2020-04-16,15584,2020-04-17,3316.0,16843.0
Tennessee,2020-04-16,5558,2020-04-17,3316.0,4855.0
Nebraska,2020-04-16,1724,2020-04-17,3316.0,1843.0
Kentucky,2020-04-16,973,2020-04-17,3316.0,1130.0
Oregon,2020-04-16,2347,2020-04-17,3316.0,1973.0
Idaho,2020-04-16,1200,2020-04-17,3316.0,1308.0
Mississippi,2020-04-16,1573,2020-04-17,3316.0,1400.0
West Virginia,2020-04-16,884,2020-04-17,3316.0,916.0
South Dakota,2020-04-16,0,2020-04-17,3316.0,0.0
Michigan,2020-04-16,5775,2020-04-17,3316.0,5247.0
Minnesota,2020-04-16,227,2020-04-17,3316.0,41.0
Kansas,2020-04-16,1377,2020-04-17,3316.0,1110.0
Arizona,2020-04-16,2135,2020-04-17,3316.0,2118.0
Indiana,2020-04-16,5053,2020-04-17,3316.0,6029.0
New Jersey,2020-04-16,319,2020-04-17,3316.0,561.0
Washington,2020-04-16,3630,2020-04-17,3316.0,3709.0
Delaware,2020-04-16,807,2020-04-17,3316.0,979.0
Maine,2020-04-16,737,2020-04-17,3316.0,705.0
Illinois,2020-04-16,6575,2020-04-17,3316.0,6578.0
California,2020-04-16,16945,2020-04-17,3316.0,13958.0
Texas,2020-04-16,5307,2020-04-17,3316.0,6904.0
Puerto Rico,2020-04-16,129,2020-04-17,3316.0,154.0
District of Columbia,2020-04-16,813,2020-04-17,3316.0,583.0
North Dakota,2020-04-16,614,2020-04-17,3316.0,676.0
Nevada,2020-04-16,1136,2020-04-17,3316.0,938.0
Maryland,2020-04-16,4583,2020-04-17,3316.0,3691.0
Rhode Island,2020-04-16,2885,2020-04-17,3316.0,1946.0
Vermont,2020-04-16,460,2020-04-17,3316.0,507.0
Wyoming,2020-04-16,0,2020-04-17,3316.0,15.0
Arkansas,2020-04-16,940,2020-04-17,3316.0,758.0
New York,2020-04-16,26425,2020-04-17,3316.0,21052.0
New Hampshire,2020-04-16,412,2020-04-17,3316.0,472.0
Georgia,2020-04-16,6315,2020-04-17,3316.0,5375.0
Wisconsin,2020-04-16,2118,2020-04-17,3316.0,1845.0
Massachusetts,2020-04-16,10245,2020-04-17,3316.0,11217.0
New Mexico,2020-04-16,1156,2020-04-17,3316.0,1455.0
Alabama,2020-04-16,3079,2020-04-17,3316.0,3289.0
Louisiana,2020-04-16,6018,2020-04-17,3316.0,5415.0
Missouri,2020-04-17,2338,2020-04-18,3540.0,2386.0
Pennsylvania,2020-04-17,7729,2020-04-18,3540.0,7987.0
Colorado,2020-04-17,172,2020-04-18,3540.0,121.0
Alaska,2020-04-17,506,2020-04-18,3540.0,499.0
District of Columbia,2020-04-17,619,2020-04-18,3540.0,813.0
Oklahoma,2020-04-17,920,2020-04-18,3540.0,1587.0
North Carolina,2020-04-17,2998,2020-04-18,3540.0,2854.0
Montana,2020-04-17,673,2020-04-18,3540.0,637.0
Massachusetts,2020-04-17,12318,2020-04-18,3540.0,10245.0
Minnesota,2020-04-17,102,2020-04-18,3540.0,227.0
Arizona,2020-04-17,2227,2020-04-18,3540.0,2135.0
North Dakota,2020-04-17,1371,2020-04-18,3540.0,614.0
Mississippi,2020-04-17,1781,2020-04-18,3540.0,1573.0
Maryland,2020-04-17,4210,2020-04-18,3540.0,4583.0
New Mexico,2020-04-17,1441,2020-04-18,3540.0,1156.0
Virginia,2020-04-17,3277,2020-04-18,3540.0,3375.0
Puerto Rico,2020-04-17,209,2020-04-18,3540.0,129.0
Michigan,2020-04-17,5184,2020-04-18,3540.0,5775.0
Alabama,2020-04-17,8756,2020-04-18,3540.0,3079.0
Ohio,2020-04-17,4430,2020-04-18,3540.0,3893.0
New Hampshire,2020-04-17,591,2020-04-18,3540.0,412.0
New Jersey,2020-04-17,465,2020-04-18,3540.0,319.0
Oregon,2020-04-17,2260,2020-04-18,3540.0,2347.0
West Virginia,2020-04-17,944,2020-04-18,3540.0,884.0
Maine,2020-04-17,463,2020-04-18,3540.0,737.0
Nebraska,2020-04-17,1422,2020-04-18,3540.0,1724.0
South Carolina,2020-04-17,2308,2020-04-18,3540.0,1569.0
Florida,2020-04-17,16778,2020-04-18,3540.0,15584.0
South Dakota,2020-04-17,0,2020-04-18,3540.0,0.0
New York,2020-04-17,26420,2020-04-18,3540.0,26425.0
Kansas,2020-04-17,1369,2020-04-18,3540.0,1377.0
Utah,2020-04-17,9328,2020-04-18,3540.0,8300.0
Vermont,2020-04-17,370,2020-04-18,3540.0,460.0
Arkansas,2020-04-17,895,2020-04-18,3540.0,940.0
Kentucky,2020-04-17,1120,2020-04-18,3540.0,973.0
Hawaii,2020-04-17,938,2020-04-18,3540.0,833.0
Iowa,2020-04-17,139,2020-04-18,3540.0,96.0
Wyoming,2020-04-17,427,2020-04-18,3540.0,0.0
Rhode Island,2020-04-17,2136,2020-04-18,3540.0,2885.0
Wisconsin,2020-04-17,2125,2020-04-18,3540.0,2118.0
Delaware,2020-04-17,951,2020-04-18,3540.0,807.0
Illinois,2020-04-17,7891,2020-04-18,3540.0,6575.0
Louisiana,2020-04-17,5745,2020-04-18,3540.0,6018.0
Connecticut,2020-04-17,3797,2020-04-18,3540.0,3878.0
Tennessee,2020-04-17,6799,2020-04-18,3540.0,5558.0
Indiana,2020-04-17,5499,2020-04-18,3540.0,5053.0
Georgia,2020-04-17,6929,2020-04-18,3540.0,6315.0
Nevada,2020-04-17,1217,2020-04-18,3540.0,1136.0
California,2020-04-17,16966,2020-04-18,3540.0,16945.0
Idaho,2020-04-17,1189,2020-04-18,3540.0,1200.0
Texas,2020-04-17,6290,2020-04-18,3540.0,5307.0
Washington,2020-04-17,3605,2020-04-18,3540.0,3630.0
Rhode Island,2020-04-18,2166,2020-04-19,3820.0,2136.0
Tennessee,2020-04-18,7535,2020-04-19,3820.0,6799.0
California,2020-04-18,16762,2020-04-19,3820.0,16966.0
District of Columbia,2020-04-18,592,2020-04-19,3820.0,619.0
Washington,2020-04-18,5587,2020-04-19,3820.0,3605.0
Wyoming,2020-04-18,132,2020-04-19,3820.0,427.0
Puerto Rico,2020-04-18,207,2020-04-19,3820.0,209.0
Florida,2020-04-18,9253,2020-04-19,3820.0,16778.0
Nebraska,2020-04-18,1445,2020-04-19,3820.0,1422.0
Michigan,2020-04-18,4816,2020-04-19,3820.0,5184.0
Georgia,2020-04-18,3408,2020-04-19,3820.0,6929.0
Massachusetts,2020-04-18,10689,2020-04-19,3820.0,12318.0
Hawaii,2020-04-18,957,2020-04-19,3820.0,938.0
Louisiana,2020-04-18,3459,2020-04-19,3820.0,5745.0
Wisconsin,2020-04-18,2277,2020-04-19,3820.0,2125.0
Pennsylvania,2020-04-18,5642,2020-04-19,3820.0,7729.0
Colorado,2020-04-18,133,2020-04-19,3820.0,172.0
New Mexico,2020-04-18,1308,2020-04-19,3820.0,1441.0
Mississippi,2020-04-18,1071,2020-04-19,3820.0,1781.0
Maryland,2020-04-18,3812,2020-04-19,3820.0,4210.0
Vermont,2020-04-18,301,2020-04-19,3820.0,370.0
Kentucky,2020-04-18,1268,2020-04-19,3820.0,1120.0
Minnesota,2020-04-18,90,2020-04-19,3820.0,102.0
Maine,2020-04-18,400,2020-04-19,3820.0,463.0
South Carolina,2020-04-18,1406,2020-04-19,3820.0,2308.0
Delaware,2020-04-18,704,2020-04-19,3820.0,951.0
Alabama,2020-04-18,3160,2020-04-19,3820.0,8756.0
New Jersey,2020-04-18,449,2020-04-19,3820.0,465.0
Indiana,2020-04-18,4844,2020-04-19,3820.0,5499.0
Iowa,2020-04-18,194,2020-04-19,3820.0,139.0
Oklahoma,2020-04-18,1354,2020-04-19,3820.0,920.0
Kansas,2020-04-18,1304,2020-04-19,3820.0,1369.0
Missouri,2020-04-18,2400,2020-04-19,3820.0,2338.0
Utah,2020-04-18,8755,2020-04-19,3820.0,9328.0
South Dakota,2020-04-18,0,2020-04-19,3820.0,0.0
Virginia,2020-04-18,3047,2020-04-19,3820.0,3277.0
Oregon,2020-04-18,2241,2020-04-19,3820.0,2260.0
Arizona,2020-04-18,2009,2020-04-19,3820.0,2227.0
Alaska,2020-04-18,399,2020-04-19,3820.0,506.0
Idaho,2020-04-18,960,2020-04-19,3820.0,1189.0
New Hampshire,2020-04-18,642,2020-04-19,3820.0,591.0
New York,2020-04-18,24222,2020-04-19,3820.0,26420.0
Texas,2020-04-18,5421,2020-04-19,3820.0,6290.0
Arkansas,2020-04-18,890,2020-04-19,3820.0,895.0
North Dakota,2020-04-18,797,2020-04-19,3820.0,1371.0
West Virginia,2020-04-18,1145,2020-04-19,3820.0,944.0
Illinois,2020-04-18,5424,2020-04-19,3820.0,7891.0
North Carolina,2020-04-18,2914,2020-04-19,3820.0,2998.0
Connecticut,2020-04-18,3316,2020-04-19,3820.0,3797.0
Nevada,2020-04-18,1089,2020-04-19,3820.0,1217.0
Ohio,2020-04-18,4300,2020-04-19,3820.0,4430.0
Montana,2020-04-18,655,2020-04-19,3820.0,673.0
New Mexico,2020-04-19,1789,2020-04-20,3218.0,1308.0
Virginia,2020-04-19,2926,2020-04-20,3218.0,3047.0
Alaska,2020-04-19,296,2020-04-20,3218.0,399.0
Oklahoma,2020-04-19,973,2020-04-20,3218.0,1354.0
Kansas,2020-04-19,622,2020-04-20,3218.0,1304.0
South Carolina,2020-04-19,638,2020-04-20,3218.0,1406.0
South Dakota,2020-04-19,0,2020-04-20,3218.0,0.0
Alabama,2020-04-19,966,2020-04-20,3218.0,3160.0
Michigan,2020-04-19,3930,2020-04-20,3218.0,4816.0
Pennsylvania,2020-04-19,4566,2020-04-20,3218.0,5642.0
New York,2020-04-19,17793,2020-04-20,3218.0,24222.0
Kentucky,2020-04-19,615,2020-04-20,3218.0,1268.0
Massachusetts,2020-04-19,7365,2020-04-20,3218.0,10689.0
Delaware,2020-04-19,389,2020-04-20,3218.0,704.0
Iowa,2020-04-19,206,2020-04-20,3218.0,194.0
Tennessee,2020-04-19,9485,2020-04-20,3218.0,7535.0
District of Columbia,2020-04-19,517,2020-04-20,3218.0,592.0
Mississippi,2020-04-19,1233,2020-04-20,3218.0,1071.0
Hawaii,2020-04-19,669,2020-04-20,3218.0,957.0
Oregon,2020-04-19,1322,2020-04-20,3218.0,2241.0
Washington,2020-04-19,3590,2020-04-20,3218.0,5587.0
Montana,2020-04-19,355,2020-04-20,3218.0,655.0
Minnesota,2020-04-19,23,2020-04-20,3218.0,90.0
North Carolina,2020-04-19,1694,2020-04-20,3218.0,2914.0
Nebraska,2020-04-19,1720,2020-04-20,3218.0,1445.0
Florida,2020-04-19,7969,2020-04-20,3218.0,9253.0
Texas,2020-04-19,4100,2020-04-20,3218.0,5421.0
New Hampshire,2020-04-19,645,2020-04-20,3218.0,642.0
Arizona,2020-04-19,1037,2020-04-20,3218.0,2009.0
Puerto Rico,2020-04-19,148,2020-04-20,3218.0,207.0
Vermont,2020-04-19,305,2020-04-20,3218.0,301.0
Wyoming,2020-04-19,294,2020-04-20,3218.0,132.0
New Jersey,2020-04-19,331,2020-04-20,3218.0,449.0
California,2020-04-19,15454,2020-04-20,3218.0,16762.0
Idaho,2020-04-19,730,2020-04-20,3218.0,960.0
Ohio,2020-04-19,3862,2020-04-20,3218.0,4300.0
Missouri,2020-04-19,1321,2020-04-20,3218.0,2400.0
Rhode Island,2020-04-19,2687,2020-04-20,3218.0,2166.0
Indiana,2020-04-19,3642,2020-04-20,3218.0,4844.0
Georgia,2020-04-19,2076,2020-04-20,3218.0,3408.0
Maryland,2020-04-19,4258,2020-04-20,3218.0,3812.0
Maine,2020-04-19,515,2020-04-20,3218.0,400.0
Louisiana,2020-04-19,2391,2020-04-20,3218.0,3459.0
Colorado,2020-04-19,164,2020-04-20,3218.0,133.0
Wisconsin,2020-04-19,1264,2020-04-20,3218.0,2277.0
Nevada,2020-04-19,911,2020-04-20,3218.0,1089.0
Utah,2020-04-19,8089,2020-04-20,3218.0,8755.0
West Virginia,2020-04-19,770,2020-04-20,3218.0,1145.0
North Dakota,2020-04-19,285,2020-04-20,3218.0,797.0
Connecticut,2020-04-19,2437,2020-04-20,3218.0,3316.0
Illinois,2020-04-19,4073,2020-04-20,3218.0,5424.0
Arkansas,2020-04-19,1195,2020-04-20,3218.0,890.0
Missouri,2020-04-20,1828,2020-04-21,2589.0,1321.0
South Carolina,2020-04-20,1089,2020-04-21,2589.0,638.0
Pennsylvania,2020-04-20,5347,2020-04-21,2589.0,4566.0
New Mexico,2020-04-20,2067,2020-04-21,2589.0,1789.0
Mississippi,2020-04-20,757,2020-04-21,2589.0,1233.0
Kansas,2020-04-20,966,2020-04-21,2589.0,622.0
Ohio,2020-04-20,3670,2020-04-21,2589.0,3862.0
Colorado,2020-04-20,149,2020-04-21,2589.0,164.0
Wyoming,2020-04-20,180,2020-04-21,2589.0,294.0
North Carolina,2020-04-20,1830,2020-04-21,2589.0,1694.0
Arizona,2020-04-20,1070,2020-04-21,2589.0,1037.0
Oregon,2020-04-20,1347,2020-04-21,2589.0,1322.0
New Hampshire,2020-04-20,596,2020-04-21,2589.0,645.0
Rhode Island,2020-04-20,2403,2020-04-21,2589.0,2687.0
New Jersey,2020-04-20,536,2020-04-21,2589.0,331.0
Nevada,2020-04-20,911,2020-04-21,2589.0,911.0
Tennessee,2020-04-20,7056,2020-04-21,2589.0,9485.0
Iowa,2020-04-20,924,2020-04-21,2589.0,206.0
Arkansas,2020-04-20,750,2020-04-21,2589.0,1195.0
Puerto Rico,2020-04-20,231,2020-04-21,2589.0,148.0
West Virginia,2020-04-20,549,2020-04-21,2589.0,770.0
Maryland,2020-04-20,3012,2020-04-21,2589.0,4258.0
Illinois,2020-04-20,8249,2020-04-21,2589.0,4073.0
North Dakota,2020-04-20,289,2020-04-21,2589.0,285.0
Maine,2020-04-20,423,2020-04-21,2589.0,515.0
Indiana,2020-04-20,3117,2020-04-21,2589.0,3642.0
Alaska,2020-04-20,536,2020-04-21,2589.0,296.0
Connecticut,2020-04-20,2400,2020-04-21,2589.0,2437.0
California,2020-04-20,12372,2020-04-21,2589.0,15454.0
Vermont,2020-04-20,123,2020-04-21,2589.0,305.0
Wisconsin,2020-04-20,1527,2020-04-21,2589.0,1264.0
Virginia,2020-04-20,1991,2020-04-21,2589.0,2926.0
Washington,2020-04-20,2090,2020-04-21,2589.0,3590.0
New York,2020-04-20,17986,2020-04-21,2589.0,17793.0
Idaho,2020-04-20,770,2020-04-21,2589.0,730.0
Alabama,2020-04-20,2415,2020-04-21,2589.0,966.0
Utah,2020-04-20,10756,2020-04-21,2589.0,8089.0
Texas,2020-04-20,6646,2020-04-21,2589.0,4100.0
Hawaii,2020-04-20,569,2020-04-21,2589.0,669.0
Delaware,2020-04-20,1113,2020-04-21,2589.0,389.0
District of Columbia,2020-04-20,566,2020-04-21,2589.0,517.0
Louisiana,2020-04-20,6546,2020-04-21,2589.0,2391.0
Oklahoma,2020-04-20,1017,2020-04-21,2589.0,973.0
Minnesota,2020-04-20,61,2020-04-21,2589.0,23.0
Nebraska,2020-04-20,1353,2020-04-21,2589.0,1720.0
South Dakota,2020-04-20,2,2020-04-21,2589.0,0.0
Kentucky,2020-04-20,759,2020-04-21,2589.0,615.0
Massachusetts,2020-04-20,8434,2020-04-21,2589.0,7365.0
Montana,2020-04-20,400,2020-04-21,2589.0,355.0
Michigan,2020-04-20,5469,2020-04-21,2589.0,3930.0
Georgia,2020-04-20,7769,2020-04-21,2589.0,2076.0
Florida,2020-04-20,17544,2020-04-21,2589.0,7969.0
South Carolina,2020-04-21,1184,2020-04-22,3088.0,1089.0
Georgia,2020-04-21,7999,2020-04-22,3088.0,7769.0
New Jersey,2020-04-21,420,2020-04-22,3088.0,536.0
Iowa,2020-04-21,2534,2020-04-22,3088.0,924.0
Kansas,2020-04-21,2022,2020-04-22,3088.0,966.0
Wisconsin,2020-04-21,2542,2020-04-22,3088.0,1527.0
South Dakota,2020-04-21,0,2020-04-22,3088.0,2.0
New Mexico,2020-04-21,1699,2020-04-22,3088.0,2067.0
New York,2020-04-21,24231,2020-04-22,3088.0,17986.0
Louisiana,2020-04-21,6504,2020-04-22,3088.0,6546.0
Utah,2020-04-21,8357,2020-04-22,3088.0,10756.0
Kentucky,2020-04-21,1208,2020-04-22,3088.0,759.0
Rhode Island,2020-04-21,2794,2020-04-22,3088.0,2403.0
Texas,2020-04-21,20561,2020-04-22,3088.0,6646.0
Arizona,2020-04-21,2533,2020-04-22,3088.0,1070.0
Illinois,2020-04-21,9142,2020-04-22,3088.0,8249.0
Idaho,2020-04-21,951,2020-04-22,3088.0,770.0
Washington,2020-04-21,3080,2020-04-22,3088.0,2090.0
Indiana,2020-04-21,5498,2020-04-22,3088.0,3117.0
Connecticut,2020-04-21,3177,2020-04-22,3088.0,2400.0
Colorado,2020-04-21,137,2020-04-22,3088.0,149.0
Maine,2020-04-21,490,2020-04-22,3088.0,423.0
Vermont,2020-04-21,491,2020-04-22,3088.0,123.0
Hawaii,2020-04-21,805,2020-04-22,3088.0,569.0
Tennessee,2020-04-21,10803,2020-04-22,3088.0,7056.0
